홍수사상번호,연,월,일,시간,유입량,유역평균강수,강우(A지역),강우(B지역),강우(C지역),강우(D지역),수위(E지역),수위(D지역)
8,2009,7,14,3,1601.0,143.9,212.0,126.0,77.0,76.0,5.3,131.1
8,2009,7,14,4,1545.4,144.3,213.0,126.0,76.0,62.0,5.2,131.2
8,2009,7,14,5,1488.1,145.3,215.0,126.0,70.0,53.0,5.1,131.2
8,2009,7,14,6,1431.0,145.9,217.0,126.0,69.0,52.0,5.0,131.2
8,2009,7,14,7,1375.8,146.0,219.0,126.0,68.0,42.0,4.9,131.2
8,2009,7,14,8,1325.7,146.5,219.0,126.0,64.0,38.0,4.9,131.3
8,2009,7,14,9,1287.0,146.6,220.0,125.0,63.0,37.0,4.8,131.3
8,2009,7,14,10,1249.5,146.6,221.0,125.0,62.0,33.0,4.7,131.3
8,2009,7,14,11,1203.4,146.4,220.0,124.0,28.0,29.0,4.6,131.3
8,2009,7,14,12,1156.6,145.6,219.0,121.0,11.0,29.0,4.6,131.2
8,2009,7,14,13,1126.0,145.2,219.0,108.0,5.0,16.0,4.5,131.2
8,2009,7,14,14,1145.5,144.7,219.0,94.0,1.0,6.0,4.5,131.2
8,2009,7,14,15,1245.3,141.9,219.0,81.0,1.0,3.0,4.5,131.2
8,2009,7,14,16,1425.9,135.8,216.0,70.0,1.0,2.0,4.4,131.2
8,2009,7,14,17,1684.9,125.3,210.0,59.0,1.0,2.0,4.4,131.1
8,2009,7,14,18,2009.9,114.6,195.0,51.0,1.0,3.0,4.3,131.1
8,2009,7,14,19,2344.7,106.6,170.0,50.0,1.0,3.0,4.3,131.1
8,2009,7,14,20,2642.9,102.8,163.0,65.0,1.0,3.0,4.3,131.0
8,2009,7,14,21,2940.8,113.0,153.0,74.0,1.0,11.0,4.3,131.0
8,2009,7,14,22,3293.4,115.8,147.0,87.0,2.0,28.0,4.4,131.0
8,2009,7,14,23,3733.9,114.8,131.0,92.0,5.0,47.0,5.1,131.0
8,2009,7,14,24,4239.2,112.1,112.0,102.0,5.0,50.0,6.5,130.9
8,2009,7,15,1,4775.5,119.9,101.0,91.0,12.0,54.0,7.5,130.9
8,2009,7,15,2,5319.7,125.3,115.0,87.0,13.0,70.0,8.2,130.9
8,2009,7,15,3,5847.5,126.5,97.0,84.0,21.0,81.0,9.0,130.9
8,2009,7,15,4,6319.7,118.8,97.0,84.0,30.0,84.0,9.6,130.9
8,2009,7,15,5,6692.7,107.7,89.0,84.0,33.0,85.0,10.1,130.9
8,2009,7,15,6,6926.5,101.0,86.0,84.0,35.0,85.0,10.4,131.0
8,2009,7,15,7,7008.4,97.7,86.0,84.0,35.0,85.0,10.6,131.0
8,2009,7,15,8,6936.1,97.3,86.0,84.0,35.0,85.0,10.7,131.1
8,2009,7,15,9,6722.9,97.2,86.0,84.0,35.0,85.0,10.6,131.1
8,2009,7,15,10,6390.8,96.9,86.0,84.0,35.0,85.0,10.4,131.2
8,2009,7,15,11,5979.1,96.9,86.0,84.0,35.0,85.0,10.0,131.4
8,2009,7,15,12,5532.4,96.9,86.0,84.0,35.0,85.0,9.7,131.5
8,2009,7,15,13,5092.5,96.9,86.0,84.0,35.0,85.0,9.3,131.7
8,2009,7,15,14,4682.3,96.9,86.0,84.0,35.0,85.0,8.9,131.8
8,2009,7,15,15,4317.3,96.9,86.0,84.0,35.0,85.0,8.6,132.0
8,2009,7,15,16,4002.6,96.9,86.0,84.0,35.0,85.0,8.3,132.2
9,2009,7,17,15,1011.4,0.1,0.0,1.0,0.0,0.0,3.8,134.4
9,2009,7,17,16,992.2,0.1,0.0,1.0,0.0,0.0,3.8,134.4
9,2009,7,17,17,978.3,0.2,0.0,1.0,0.0,0.0,3.7,134.4
9,2009,7,17,18,972.8,0.2,0.0,1.0,0.0,0.0,3.7,134.3
9,2009,7,17,19,961.5,0.2,0.0,1.0,0.0,0.0,3.7,134.3
9,2009,7,17,20,931.5,0.2,0.0,2.0,0.0,0.0,3.6,134.3
9,2009,7,17,21,893.4,0.6,0.0,15.0,0.0,0.0,3.6,134.2
9,2009,7,17,22,861.8,4.5,0.0,24.0,0.0,0.0,3.6,134.2
9,2009,7,17,23,844.2,9.5,5.0,25.0,0.0,0.0,3.6,134.1
9,2009,7,17,24,842.5,11.7,12.0,25.0,0.0,1.0,3.6,134.1
9,2009,7,18,1,843.0,15.4,21.0,39.0,0.0,1.0,3.5,134.0
9,2009,7,18,2,834.2,21.5,31.0,43.0,0.0,2.0,3.5,134.0
9,2009,7,18,3,811.1,26.3,56.0,43.0,0.0,3.0,3.5,133.9
9,2009,7,18,4,789.2,27.5,60.0,44.0,0.0,3.0,3.5,133.9
9,2009,7,18,5,784.0,28.0,61.0,44.0,0.0,4.0,3.5,133.8
9,2009,7,18,6,792.9,28.1,62.0,44.0,0.0,4.0,3.5,133.7
9,2009,7,18,7,811.9,28.2,63.0,44.0,0.0,4.0,3.6,133.7
9,2009,7,18,8,851.9,28.3,64.0,44.0,0.0,4.0,3.7,133.6
9,2009,7,18,9,925.9,28.3,64.0,44.0,0.0,4.0,4.0,133.5
9,2009,7,18,10,1042.6,28.3,64.0,44.0,0.0,4.0,4.2,133.5
9,2009,7,18,11,1201.1,28.3,64.0,44.0,0.0,4.0,4.6,133.4
9,2009,7,18,12,1369.1,28.3,64.0,44.0,0.0,4.0,5.2,133.3
9,2009,7,18,13,1509.3,28.3,64.0,44.0,0.0,4.0,5.5,133.2
9,2009,7,18,14,1597.4,28.3,64.0,44.0,0.0,4.0,5.5,133.2
9,2009,7,18,15,1621.8,28.3,64.0,44.0,0.0,4.0,5.5,133.1
9,2009,7,18,16,1609.7,28.6,64.0,44.0,0.0,4.0,5.4,133.0
9,2009,7,18,17,1594.8,30.7,65.0,44.0,0.0,4.0,5.3,132.9
9,2009,7,18,18,1597.3,31.1,68.0,44.0,0.0,4.0,5.2,132.9
9,2009,7,18,19,1632.4,31.3,69.0,44.0,0.0,4.0,5.2,132.8
9,2009,7,18,20,1709.4,31.4,69.0,44.0,0.0,4.0,5.1,132.7
9,2009,7,18,21,1825.1,31.4,69.0,44.0,0.0,4.0,5.0,132.7
9,2009,7,18,22,1937.4,32.1,69.0,45.0,0.0,4.0,4.9,132.6
9,2009,7,18,23,2013.4,35.4,70.0,49.0,0.0,4.0,4.9,132.5
9,2009,7,18,24,2035.5,39.6,78.0,80.0,0.0,4.0,4.9,132.5
9,2009,7,19,1,2025.5,50.9,81.0,80.0,0.0,4.0,4.8,132.4
9,2009,7,19,2,2011.8,64.9,88.0,80.0,0.0,15.0,4.9,132.4
9,2009,7,19,3,2009.3,69.8,90.0,80.0,3.0,31.0,4.9,132.3
9,2009,7,19,4,2030.9,72.5,92.0,80.0,21.0,31.0,5.1,132.3
9,2009,7,19,5,2095.9,72.9,92.0,80.0,21.0,31.0,5.3,132.2
9,2009,7,19,6,2217.4,73.0,93.0,80.0,21.0,31.0,5.6,132.2
9,2009,7,19,7,2375.9,73.0,93.0,80.0,21.0,31.0,6.1,132.2
9,2009,7,19,8,2541.6,73.0,93.0,80.0,21.0,31.0,6.5,132.1
9,2009,7,19,9,2676.7,73.0,93.0,80.0,21.0,31.0,6.8,132.1
9,2009,7,19,10,2749.7,73.0,93.0,80.0,21.0,31.0,6.9,132.1
9,2009,7,19,11,2763.3,73.0,93.0,80.0,21.0,31.0,6.9,132.0
9,2009,7,19,12,2729.2,73.0,93.0,80.0,21.0,31.0,6.8,132.0
9,2009,7,19,13,2660.7,73.0,93.0,80.0,21.0,31.0,6.7,132.0
9,2009,7,19,14,2570.9,73.0,93.0,80.0,21.0,31.0,6.6,132.0
9,2009,7,19,15,2469.8,73.0,93.0,80.0,21.0,31.0,6.5,132.0
9,2009,7,19,16,2366.3,73.0,93.0,80.0,21.0,31.0,6.3,132.0
9,2009,7,19,17,2266.5,73.0,93.0,80.0,21.0,31.0,6.2,131.9
9,2009,7,19,18,2173.4,73.0,93.0,80.0,21.0,30.0,6.1,131.9
9,2009,7,19,19,2082.2,73.0,93.0,80.0,21.0,30.0,5.9,131.9
9,2009,7,19,20,1994.5,73.0,93.0,80.0,21.0,29.0,5.8,131.9
9,2009,7,19,21,1913.2,73.0,93.0,80.0,21.0,28.0,5.7,131.9
9,2009,7,19,22,1836.7,73.0,93.0,80.0,21.0,28.0,5.6,131.9
9,2009,7,19,23,1763.9,73.0,93.0,80.0,21.0,27.0,5.5,131.9
9,2009,7,19,24,1700.9,73.0,93.0,80.0,21.0,27.0,5.4,131.9
9,2009,7,20,1,1651.9,73.0,93.0,80.0,21.0,27.0,5.3,131.9
9,2009,7,20,2,1606.9,73.0,93.0,80.0,21.0,27.0,5.2,131.9
9,2009,7,20,3,1555.6,73.0,93.0,80.0,21.0,27.0,5.1,131.9
9,2009,7,20,4,1500.5,72.9,93.0,79.0,21.0,27.0,5.0,131.9
9,2009,7,20,5,1447.6,72.9,93.0,66.0,21.0,27.0,5.0,131.9
9,2009,7,20,6,1404.5,72.9,93.0,57.0,21.0,27.0,4.9,131.9
9,2009,7,20,7,1377.0,72.6,93.0,56.0,21.0,27.0,4.8,131.9
9,2009,7,20,8,1362.1,68.7,88.0,56.0,21.0,27.0,4.8,131.9
9,2009,7,20,9,1348.9,63.6,81.0,42.0,21.0,27.0,4.7,131.8
9,2009,7,20,10,1302.7,61.5,72.0,38.0,21.0,27.0,4.7,131.8
10,2009,8,10,19,95.4,0.4,7.0,0.0,0.0,0.0,1.9,127.8
10,2009,8,10,20,85.2,0.4,7.0,0.0,0.0,0.0,1.9,127.8
10,2009,8,10,21,76.3,0.5,6.0,0.0,0.0,0.0,1.9,127.7
10,2009,8,10,22,69.1,0.4,2.0,0.0,0.0,0.0,1.9,127.7
10,2009,8,10,23,64.2,0.3,0.0,0.0,0.0,0.0,1.9,127.7
10,2009,8,10,24,61.6,0.0,0.0,0.0,0.0,0.0,1.9,127.7
10,2009,8,11,1,60.1,0.0,0.0,0.0,0.0,0.0,1.9,127.7
10,2009,8,11,2,58.4,0.0,0.0,0.0,0.0,0.0,1.9,127.7
10,2009,8,11,3,55.3,0.0,0.0,0.0,0.0,0.0,1.9,127.7
10,2009,8,11,4,49.8,0.1,0.0,0.0,0.0,0.0,1.9,127.7
10,2009,8,11,5,40.7,0.1,0.0,0.0,0.0,0.0,1.9,127.7
10,2009,8,11,6,27.6,0.1,0.0,0.0,0.0,0.0,1.9,127.6
10,2009,8,11,7,13.9,0.2,0.0,0.0,0.0,0.0,1.9,127.6
10,2009,8,11,8,3.5,0.2,0.0,0.0,0.0,0.0,1.9,127.6
10,2009,8,11,9,3.8,0.2,0.0,0.0,0.0,0.0,1.9,127.7
10,2009,8,11,10,4.2,0.2,0.0,0.0,0.0,0.0,1.9,127.7
10,2009,8,11,11,4.7,0.2,0.0,0.0,0.0,0.0,1.9,127.7
10,2009,8,11,12,14.3,0.2,0.0,0.0,0.0,0.0,1.9,127.7
10,2009,8,11,13,26.5,0.2,0.0,0.0,0.0,0.0,1.9,127.7
10,2009,8,11,14,40.2,0.2,0.0,2.0,0.0,0.0,1.9,127.7
10,2009,8,11,15,56.3,1.5,0.0,11.0,0.0,0.0,1.9,127.7
10,2009,8,11,16,76.1,5.9,0.0,13.0,0.0,0.0,1.9,127.7
10,2009,8,11,17,99.5,10.4,4.0,16.0,5.0,9.0,1.9,127.6
10,2009,8,11,18,125.3,17.5,9.0,21.0,8.0,11.0,1.9,127.6
10,2009,8,11,19,146.3,21.5,24.0,23.0,10.0,20.0,1.9,127.6
10,2009,8,11,20,156.0,27.7,31.0,23.0,12.0,22.0,1.9,127.6
10,2009,8,11,21,155.8,30.7,39.0,23.0,15.0,25.0,1.9,127.6
10,2009,8,11,22,149.2,31.8,45.0,23.0,15.0,27.0,1.9,127.5
10,2009,8,11,23,139.0,32.1,46.0,23.0,16.0,27.0,1.9,127.5
10,2009,8,11,24,128.0,32.2,47.0,23.0,16.0,27.0,1.9,127.5
10,2009,8,12,1,117.0,32.6,47.0,23.0,16.0,27.0,1.9,127.4
10,2009,8,12,2,106.9,34.5,47.0,23.0,16.0,27.0,2.0,127.4
10,2009,8,12,3,100.5,34.9,55.0,24.0,16.0,27.0,2.0,127.4
10,2009,8,12,4,101.4,35.0,59.0,25.0,16.0,27.0,2.0,127.4
10,2009,8,12,5,114.4,35.5,59.0,25.0,16.0,27.0,2.0,127.3
10,2009,8,12,6,142.1,35.8,59.0,25.0,16.0,29.0,2.1,127.3
10,2009,8,12,7,177.3,36.6,59.0,26.0,16.0,29.0,2.1,127.3
10,2009,8,12,8,211.3,39.7,60.0,26.0,16.0,30.0,2.1,127.3
10,2009,8,12,9,238.4,43.8,65.0,31.0,16.0,34.0,2.2,127.3
10,2009,8,12,10,266.4,47.9,77.0,37.0,18.0,35.0,2.3,127.3
10,2009,8,12,11,304.5,52.0,86.0,38.0,19.0,36.0,2.4,127.2
10,2009,8,12,12,356.7,56.1,89.0,45.0,21.0,43.0,2.5,127.2
10,2009,8,12,13,425.8,62.3,92.0,61.0,25.0,45.0,2.6,127.2
10,2009,8,12,14,515.1,70.1,111.0,70.0,26.0,47.0,2.7,127.2
10,2009,8,12,15,629.7,78.5,129.0,75.0,28.0,52.0,2.9,127.2
10,2009,8,12,16,780.3,85.2,138.0,80.0,30.0,58.0,3.3,127.2
10,2009,8,12,17,978.6,89.7,146.0,83.0,34.0,60.0,3.7,127.2
10,2009,8,12,18,1233.7,93.2,150.0,84.0,36.0,66.0,3.9,127.2
10,2009,8,12,19,1550.0,96.4,151.0,87.0,38.0,72.0,4.2,127.2
10,2009,8,12,20,1917.1,99.4,152.0,94.0,40.0,74.0,4.9,127.2
10,2009,8,12,21,2314.4,101.9,153.0,95.0,41.0,77.0,6.6,127.3
10,2009,8,12,22,2696.6,103.5,155.0,98.0,45.0,79.0,7.8,127.3
10,2009,8,12,23,3017.8,104.4,156.0,98.0,49.0,80.0,8.2,127.3
10,2009,8,12,24,3254.6,105.1,156.0,98.0,52.0,82.0,8.4,127.3
10,2009,8,13,1,3393.5,105.7,156.0,98.0,53.0,84.0,8.3,127.3
10,2009,8,13,2,3439.4,105.9,156.0,98.0,53.0,85.0,8.2,127.4
10,2009,8,13,3,3403.1,105.9,156.0,98.0,53.0,85.0,8.0,127.4
10,2009,8,13,4,3301.9,106.0,156.0,98.0,53.0,85.0,7.8,127.5
10,2009,8,13,5,3154.5,106.0,156.0,98.0,53.0,85.0,7.6,127.6
10,2009,8,13,6,2978.9,106.0,156.0,98.0,53.0,85.0,7.4,127.7
10,2009,8,13,7,2791.9,106.0,156.0,98.0,53.0,85.0,7.2,127.8
10,2009,8,13,8,2605.3,106.0,156.0,98.0,48.0,85.0,7.0,127.9
10,2009,8,13,9,2429.5,106.0,156.0,98.0,45.0,85.0,6.8,128.1
10,2009,8,13,10,2272.1,106.0,156.0,98.0,43.0,85.0,6.6,128.2
10,2009,8,13,11,2138.2,106.1,156.0,98.0,41.0,76.0,6.5,128.3
10,2009,8,13,12,2025.4,106.1,156.0,98.0,38.0,74.0,6.3,128.5
10,2009,8,13,13,1929.3,106.0,156.0,98.0,38.0,65.0,6.2,128.7
10,2009,8,13,14,1845.8,106.0,156.0,98.0,37.0,63.0,6.0,128.8
10,2009,8,13,15,1771.2,106.0,156.0,98.0,37.0,60.0,5.9,129.0
10,2009,8,13,16,1701.6,106.0,156.0,98.0,37.0,58.0,5.8,129.1
10,2009,8,13,17,1633.3,106.0,156.0,98.0,37.0,58.0,5.6,129.3
10,2009,8,13,18,1563.3,106.0,156.0,98.0,37.0,58.0,5.5,129.5
10,2009,8,13,19,1490.4,106.0,156.0,98.0,37.0,58.0,5.4,129.6
10,2009,8,13,20,1418.8,106.0,156.0,98.0,37.0,58.0,5.3,129.7
10,2009,8,13,21,1353.2,106.0,156.0,98.0,37.0,58.0,5.2,129.9
10,2009,8,13,22,1294.9,106.0,156.0,96.0,37.0,58.0,5.1,130.0
10,2009,8,13,23,1244.0,106.0,156.0,87.0,37.0,58.0,5.0,130.1
10,2009,8,13,24,1199.4,106.1,156.0,85.0,37.0,56.0,5.0,130.2
10,2009,8,14,1,1159.5,104.8,156.0,82.0,35.0,56.0,4.9,130.3
10,2009,8,14,2,1122.3,100.3,152.0,77.0,34.0,55.0,4.8,130.4
10,2009,8,14,3,1086.1,95.8,147.0,75.0,32.0,51.0,4.7,130.5
10,2009,8,14,4,1049.5,88.8,132.0,75.0,28.0,50.0,4.7,130.5
10,2009,8,14,5,1011.4,84.7,125.0,75.0,27.0,49.0,4.6,130.6
10,2009,8,14,6,969.4,78.5,117.0,75.0,25.0,42.0,4.6,130.7
10,2009,8,14,7,920.6,75.5,111.0,75.0,23.0,40.0,4.5,130.8
10,2009,8,14,8,861.7,74.4,110.0,75.0,19.0,38.0,4.4,130.8
11,2010,9,9,14,408.0,1.3,0.0,1.0,0.0,0.0,3.2,133.9
11,2010,9,9,15,418.8,1.3,0.0,1.0,0.0,0.0,3.2,133.9
11,2010,9,9,16,436.4,1.2,0.0,1.0,0.0,0.0,3.2,133.9
11,2010,9,9,17,457.6,1.3,0.0,1.0,0.0,0.0,3.1,133.9
11,2010,9,9,18,477.5,1.2,0.0,1.0,0.0,0.0,3.1,133.9
11,2010,9,9,19,490.1,1.0,0.0,1.0,1.0,0.0,3.1,133.9
11,2010,9,9,20,488.1,0.8,0.0,1.0,1.0,0.0,3.1,133.9
11,2010,9,9,21,467.2,0.7,0.0,1.0,1.0,0.0,3.1,133.9
11,2010,9,9,22,435.8,0.7,0.0,2.0,1.0,0.0,3.0,133.9
11,2010,9,9,23,404.0,1.0,0.0,2.0,1.0,0.0,3.0,133.9
11,2010,9,9,24,374.4,1.0,0.0,2.0,1.0,0.0,3.0,133.9
11,2010,9,10,1,347.6,1.3,0.0,2.0,1.0,0.0,3.0,133.9
11,2010,9,10,2,322.6,1.6,1.0,2.0,1.0,0.0,3.0,133.9
11,2010,9,10,3,297.8,1.9,3.0,2.0,1.0,0.0,3.0,133.9
11,2010,9,10,4,272.1,2.0,3.0,2.0,1.0,0.0,3.0,133.9
11,2010,9,10,5,246.3,2.0,3.0,2.0,1.0,0.0,2.9,133.9
11,2010,9,10,6,227.9,2.1,3.0,2.0,1.0,0.0,2.9,133.9
11,2010,9,10,7,223.4,2.1,3.0,2.0,1.0,0.0,2.9,133.9
11,2010,9,10,8,227.0,2.3,3.0,2.0,1.0,0.0,2.9,133.9
11,2010,9,10,9,231.3,2.2,3.0,2.0,1.0,0.0,2.9,133.9
11,2010,9,10,10,235.1,2.3,3.0,2.0,1.0,0.0,2.9,133.9
11,2010,9,10,11,238.8,2.4,3.0,2.0,1.0,0.0,2.9,133.9
11,2010,9,10,12,243.1,2.4,4.0,2.0,1.0,0.0,2.9,133.9
11,2010,9,10,13,248.8,2.5,4.0,2.0,1.0,0.0,2.9,133.9
11,2010,9,10,14,255.0,2.6,4.0,2.0,1.0,0.0,2.8,133.9
11,2010,9,10,15,261.5,2.6,4.0,2.0,1.0,0.0,2.8,133.9
11,2010,9,10,16,270.5,2.6,4.0,2.0,1.0,0.0,2.8,133.9
11,2010,9,10,17,284.3,2.7,4.0,2.0,1.0,0.0,2.8,133.9
11,2010,9,10,18,301.8,2.9,4.0,2.0,1.0,0.0,2.8,133.9
11,2010,9,10,19,321.9,3.1,4.0,2.0,1.0,0.0,2.8,133.9
11,2010,9,10,20,345.5,3.8,4.0,2.0,1.0,0.0,2.8,133.9
11,2010,9,10,21,371.3,6.1,5.0,2.0,1.0,0.0,2.8,133.9
11,2010,9,10,22,387.6,7.8,22.0,2.0,1.0,0.0,2.8,133.9
11,2010,9,10,23,383.7,10.5,25.0,3.0,1.0,0.0,2.8,133.9
11,2010,9,10,24,364.5,12.0,36.0,3.0,1.0,0.0,2.8,133.9
11,2010,9,11,1,339.0,12.6,42.0,3.0,1.0,1.0,2.8,133.9
11,2010,9,11,2,318.8,12.8,44.0,4.0,1.0,1.0,2.7,133.8
11,2010,9,11,3,317.4,14.4,44.0,7.0,1.0,1.0,2.7,133.8
11,2010,9,11,4,355.2,16.6,47.0,8.0,2.0,2.0,2.7,133.8
11,2010,9,11,5,450.3,18.3,51.0,9.0,3.0,4.0,2.7,133.8
11,2010,9,11,6,606.2,19.5,52.0,10.0,6.0,7.0,2.7,133.8
11,2010,9,11,7,816.1,20.7,53.0,13.0,8.0,9.0,2.8,133.8
11,2010,9,11,8,1048.5,22.9,55.0,18.0,9.0,9.0,2.8,133.8
11,2010,9,11,9,1270.6,26.4,58.0,22.0,9.0,12.0,2.8,133.7
11,2010,9,11,10,1471.3,32.2,60.0,50.0,11.0,18.0,2.8,133.7
11,2010,9,11,11,1647.9,47.0,68.0,51.0,16.0,23.0,2.9,133.7
11,2010,9,11,12,1809.0,60.4,95.0,56.0,19.0,37.0,3.2,133.7
11,2010,9,11,13,1965.0,65.0,98.0,58.0,36.0,51.0,3.7,133.7
11,2010,9,11,14,2121.1,70.0,98.0,61.0,40.0,56.0,4.2,133.7
11,2010,9,11,15,2282.1,74.4,98.0,71.0,56.0,60.0,4.7,133.7
11,2010,9,11,16,2455.7,77.2,98.0,74.0,63.0,70.0,5.2,133.8
11,2010,9,11,17,2646.2,79.2,98.0,75.0,73.0,83.0,5.7,133.8
11,2010,9,11,18,2841.3,80.3,98.0,79.0,74.0,84.0,6.3,133.8
11,2010,9,11,19,3024.3,80.9,98.0,81.0,75.0,84.0,6.7,133.9
11,2010,9,11,20,3178.2,82.3,98.0,84.0,76.0,85.0,7.2,133.9
11,2010,9,11,21,3287.8,83.0,98.0,87.0,76.0,86.0,7.5,134.0
11,2010,9,11,22,3346.1,83.5,98.0,87.0,76.0,87.0,7.5,134.0
11,2010,9,11,23,3351.3,83.9,98.0,87.0,76.0,87.0,7.4,134.1
11,2010,9,11,24,3315.6,84.5,98.0,88.0,76.0,87.0,7.3,134.1
11,2010,9,12,1,3254.3,85.4,99.0,89.0,76.0,87.0,7.2,134.2
11,2010,9,12,2,3181.4,87.2,99.0,93.0,76.0,88.0,7.1,134.3
11,2010,9,12,3,3110.9,88.3,99.0,97.0,78.0,91.0,7.0,134.4
11,2010,9,12,4,3058.8,92.6,100.0,97.0,79.0,91.0,6.9,134.5
11,2010,9,12,5,3042.5,100.8,108.0,100.0,79.0,93.0,6.8,134.7
11,2010,9,12,6,3084.9,108.4,120.0,103.0,80.0,95.0,6.7,134.8
11,2010,9,12,7,3206.8,114.5,129.0,114.0,80.0,99.0,6.6,134.9
11,2010,9,12,8,3416.0,119.4,143.0,127.0,83.0,105.0,6.7,135.0
11,2010,9,12,9,3713.3,127.1,148.0,137.0,85.0,106.0,6.9,135.2
11,2010,9,12,10,4084.4,137.1,154.0,142.0,87.0,112.0,7.4,135.3
11,2010,9,12,11,4507.1,143.1,165.0,143.0,92.0,115.0,8.1,135.4
11,2010,9,12,12,4942.0,144.3,164.0,143.0,97.0,128.0,8.8,135.6
11,2010,9,12,13,5348.2,144.2,164.0,143.0,104.0,128.0,9.3,135.7
11,2010,9,12,14,5695.5,144.1,164.0,143.0,104.0,128.0,9.8,135.9
11,2010,9,12,15,5956.6,144.3,164.0,143.0,104.0,128.0,10.2,136.0
11,2010,9,12,16,6104.4,144.3,164.0,143.0,104.0,128.0,10.4,136.2
11,2010,9,12,17,6118.3,144.3,164.0,143.0,105.0,128.0,10.6,136.3
11,2010,9,12,18,6002.7,144.2,164.0,143.0,105.0,128.0,10.5,136.5
11,2010,9,12,19,5772.3,144.2,164.0,143.0,104.0,127.0,10.3,136.6
11,2010,9,12,20,5458.3,144.1,164.0,143.0,103.0,127.0,10.0,136.8
11,2010,9,12,21,5094.9,144.1,163.0,143.0,100.0,127.0,9.7,137.0
11,2010,9,12,22,4711.7,144.1,163.0,143.0,98.0,126.0,9.3,137.2
11,2010,9,12,23,4334.7,143.9,163.0,143.0,97.0,124.0,8.9,137.4
11,2010,9,12,24,3979.5,143.9,163.0,143.0,97.0,121.0,8.6,137.6
11,2010,9,13,1,3657.1,143.9,163.0,143.0,94.0,119.0,8.3,137.8
11,2010,9,13,2,3370.8,143.8,163.0,143.0,89.0,119.0,8.0,138.0
11,2010,9,13,3,3121.2,143.9,163.0,143.0,86.0,116.0,7.8,138.2
11,2010,9,13,4,2904.8,143.7,164.0,143.0,69.0,110.0,7.5,138.4
11,2010,9,13,5,2717.5,143.6,164.0,145.0,65.0,105.0,7.3,138.5
11,2010,9,13,6,2555.9,143.3,163.0,146.0,49.0,91.0,7.0,138.7
11,2010,9,13,7,2416.0,141.6,147.0,145.0,42.0,77.0,6.9,138.9
11,2010,9,13,8,2291.8,140.3,145.0,145.0,32.0,72.0,6.7,139.1
11,2010,9,13,9,2178.2,137.9,134.0,145.0,31.0,71.0,6.5,139.3
11,2010,9,13,10,2076.6,136.3,128.0,144.0,30.0,62.0,6.4,139.4
11,2010,9,13,11,1988.3,135.8,126.0,141.0,29.0,49.0,6.2,139.6
11,2010,9,13,12,1907.1,135.6,126.0,140.0,29.0,48.0,6.1,139.7
11,2010,9,13,13,1827.3,134.0,123.0,139.0,29.0,48.0,6.0,139.9
11,2010,9,13,14,1753.2,131.8,119.0,138.0,29.0,47.0,5.9,140.0
11,2010,9,13,15,1689.3,130.1,118.0,135.0,29.0,46.0,5.8,140.1
11,2010,9,13,16,1632.4,128.9,117.0,130.0,29.0,45.0,5.7,140.2
11,2010,9,13,17,1577.9,127.6,115.0,126.0,29.0,45.0,5.6,140.3
11,2010,9,13,18,1522.9,125.5,112.0,98.0,27.0,45.0,5.5,140.4
11,2010,9,13,19,1466.0,122.1,110.0,97.0,26.0,45.0,5.4,140.5
11,2010,9,13,20,1409.7,116.3,102.0,92.0,26.0,44.0,5.3,140.5
11,2010,9,13,21,1357.2,101.5,75.0,90.0,25.0,41.0,5.2,140.6
11,2010,9,13,22,1309.6,88.1,72.0,87.0,25.0,41.0,5.1,140.7
11,2010,9,13,23,1267.5,83.5,72.0,77.0,22.0,39.0,5.1,140.7
11,2010,9,13,24,1230.2,78.5,72.0,74.0,20.0,37.0,5.0,140.8
11,2010,9,14,1,1196.8,74.0,72.0,73.0,18.0,33.0,4.9,140.8
11,2010,9,14,2,1165.2,71.3,72.0,69.0,13.0,27.0,4.8,140.9
11,2010,9,14,3,1132.8,69.3,72.0,67.0,8.0,26.0,4.8,140.9
12,2010,9,18,21,301.7,0.0,0.0,0.0,0.0,0.0,2.3,140.9
12,2010,9,18,22,278.4,0.0,0.0,0.0,0.0,0.0,2.3,140.9
12,2010,9,18,23,242.2,0.1,0.0,0.0,0.0,0.0,2.3,140.9
12,2010,9,18,24,205.0,0.1,0.0,0.0,0.0,0.0,2.3,140.9
12,2010,9,19,1,167.7,0.1,0.0,0.0,0.0,0.0,2.3,140.9
12,2010,9,19,2,131.1,0.1,0.0,0.0,0.0,0.0,2.3,140.9
12,2010,9,19,3,104.8,0.1,0.0,0.0,0.0,0.0,2.3,140.9
12,2010,9,19,4,98.3,0.1,0.0,0.0,0.0,0.0,2.3,140.9
12,2010,9,19,5,110.6,0.1,0.0,0.0,0.0,0.0,2.3,140.9
12,2010,9,19,6,136.9,0.1,0.0,0.0,0.0,0.0,2.3,140.9
12,2010,9,19,7,166.7,0.1,0.0,0.0,0.0,0.0,2.3,140.9
12,2010,9,19,8,189.6,0.1,0.0,0.0,0.0,0.0,2.3,140.9
12,2010,9,19,9,200.0,0.1,0.0,0.0,0.0,0.0,2.3,140.9
12,2010,9,19,10,197.0,0.3,0.0,1.0,0.0,0.0,2.3,140.9
12,2010,9,19,11,192.8,0.6,0.0,2.0,0.0,1.0,2.3,140.9
12,2010,9,19,12,199.1,1.2,0.0,2.0,0.0,1.0,2.3,140.9
12,2010,9,19,13,212.8,1.5,1.0,2.0,0.0,1.0,2.3,140.9
