num,year,month,day,time,flow,mean_rain,rain_A,rain_B,rain_C,rain_D,waterLevel_E,waterLevel_D
20.0,2012.0,8.0,22.0,22.0,1047.315773,45.3974,69,24,55,37,3.74,132.125
20.0,2012.0,8.0,22.0,23.0,1089.965666,45.7475,69,24,55,37,3.75,132.15
20.0,2012.0,8.0,22.0,24.0,1133.266725,45.8217,69,24,55,37,3.74,132.1833333
20.0,2012.0,8.0,23.0,1.0,1176.990061,46.713,69,24,56,37,3.74,132.2083333
20.0,2012.0,8.0,23.0,2.0,1220.874749,48.5905,69,27,59,41,3.8,132.2416667
20.0,2012.0,8.0,23.0,3.0,1264.625225,54.503,69,32,60,44,3.88,132.275
20.0,2012.0,8.0,23.0,4.0,1307.807363,60.944,70,47,47,68,4.01,132.3166667
20.0,2012.0,8.0,23.0,5.0,1349.952394,65.2235,69,52,48,70,4.13,132.3583333
20.0,2012.0,8.0,23.0,6.0,1390.591552,68.7928,67,61,49,77,4.4,132.4083333
20.0,2012.0,8.0,23.0,7.0,1429.235046,71.4382,69,64,58,84,4.85,132.45
20.0,2012.0,8.0,23.0,8.0,1465.308997,74.1102,72,65,58,89,5.25,132.5
20.0,2012.0,8.0,23.0,9.0,1498.218502,75.6577,73,65,59,89,5.5,132.5583333
20.0,2012.0,8.0,23.0,10.0,1527.417597,76.4497,73,66,58,88,5.59,132.6166667
20.0,2012.0,8.0,23.0,11.0,1552.556063,76.7046,73,67,56,88,5.56,132.675
20.0,2012.0,8.0,23.0,12.0,1573.33262,77.3033,74,68,56,89,5.51,132.7333333
20.0,2012.0,8.0,23.0,13.0,1589.498808,77.9586,74,69,56,89,5.44,132.7916667
20.0,2012.0,8.0,23.0,14.0,1601.017451,78.6675,74,70,51,89,5.42,132.85
20.0,2012.0,8.0,23.0,15.0,1607.904194,79.2474,73,67,44,80,5.41,132.9166667
20.0,2012.0,8.0,23.0,16.0,1610.21475,78.9106,73,67,45,80,5.36,132.975
20.0,2012.0,8.0,23.0,17.0,1608.165107,76.2777,73,67,46,80,5.3,133.0416667
20.0,2012.0,8.0,23.0,18.0,1602.01132,73.2618,66,67,46,80,5.26,133.1
20.0,2012.0,8.0,23.0,19.0,1592.01489,71.9877,62,67,46,81,5.22,133.1666667
20.0,2012.0,8.0,23.0,20.0,1578.459102,71.63,58,68,46,81,5.21,133.225
20.0,2012.0,8.0,23.0,21.0,1561.632683,71.6169,58,67,46,81,5.17,133.2833333
20.0,2012.0,8.0,23.0,22.0,1541.824363,71.5144,58,67,46,81,5.16,133.3333333
20.0,2012.0,8.0,23.0,23.0,1519.332194,70.1641,58,67,46,81,5.12,133.3916667
20.0,2012.0,8.0,23.0,24.0,1494.491525,69.5812,58,67,38,81,5.08,133.4416667
20.0,2012.0,8.0,24.0,1.0,1467.647029,68.3176,58,67,35,80,5.03,133.5
20.0,2012.0,8.0,24.0,2.0,1439.127615,68.1899,57,67,34,80,4.96,133.55
20.0,2012.0,8.0,24.0,3.0,1409.199135,67.7649,57,67,30,80,4.89,133.5916667
20.0,2012.0,8.0,24.0,4.0,1378.111679,67.7862,57,67,29,75,4.82,133.6416667
20.0,2012.0,8.0,24.0,5.0,1346.134742,66.8472,57,69,26,72,4.75,133.6833333
20.0,2012.0,8.0,24.0,6.0,1313.615431,63.7222,57,69,25,72,4.68,133.725
20.0,2012.0,8.0,24.0,7.0,1280.920262,62.2341,57,69,24,69,4.61,133.7666667
20.0,2012.0,8.0,24.0,8.0,1248.37828,62.1752,50,70,21,69,4.55,133.8083333
20.0,2012.0,8.0,24.0,9.0,1216.168675,61.6172,48,69,21,68,4.5,133.8416667
20.0,2012.0,8.0,24.0,10.0,1184.43317,60.8626,43,69,21,66,4.45,133.8833333
20.0,2012.0,8.0,24.0,11.0,1153.29944,60.619,42,69,21,63,4.4,133.9166667
20.0,2012.0,8.0,24.0,12.0,1122.838964,60.6722,30,68,21,62,4.34,133.95
20.0,2012.0,8.0,24.0,13.0,1093.109175,60.6462,25,67,22,61,4.29,133.975
20.0,2012.0,8.0,24.0,14.0,1064.164144,60.6106,25,62,22,61,4.23,134.0083333
20.0,2012.0,8.0,24.0,15.0,1036.04451,60.4463,25,60,21,61,4.17,134.0416667
20.0,2012.0,8.0,24.0,16.0,1008.787554,60.3091,24,58,18,61,4.12,134.0666667
20.0,2012.0,8.0,24.0,17.0,982.4305552,60.2092,24,57,17,61,4.08,134.0916667
20.0,2012.0,8.0,24.0,18.0,957.0019487,58.6097,24,55,17,61,4.03,134.1166667
20.0,2012.0,8.0,24.0,19.0,932.4947928,56.3942,23,54,16,61,3.99,134.1333333
20.0,2012.0,8.0,24.0,20.0,908.8933013,54.7436,20,54,15,57,3.94,134.15
20.0,2012.0,8.0,24.0,21.0,886.1764173,53.9882,20,54,6,54,3.9,134.1666667
20.0,2012.0,8.0,24.0,22.0,864.3020011,53.2261,20,53,6,30,3.87,134.175
20.0,2012.0,8.0,24.0,23.0,843.2226423,51.7455,20,53,5,28,3.82,134.1833333
20.0,2012.0,8.0,24.0,24.0,822.8948435,49.6971,19,53,6,21,3.78,134.1916667
20.0,2012.0,8.0,25.0,1.0,803.2907587,46.3014,17,53,6,14,3.74,134.2
20.0,2012.0,8.0,25.0,2.0,784.386455,44.6599,13,50,6,9,3.71,134.2
20.0,2012.0,8.0,25.0,3.0,766.1540575,43.8055,12,45,7,6,3.67,134.1916667
20.0,2012.0,8.0,25.0,4.0,748.5499226,43.6805,13,31,8,6,3.65,134.1833333
20.0,2012.0,8.0,25.0,5.0,731.5264646,43.6491,14,26,8,7,3.61,134.175
20.0,2012.0,8.0,25.0,6.0,715.0475084,43.6866,13,17,7,6,3.58,134.1666667
20.0,2012.0,8.0,25.0,7.0,699.1225198,43.8915,14,13,6,6,3.55,134.1583333
20.0,2012.0,8.0,25.0,8.0,683.7723753,44.1263,15,11,6,6,3.51,134.15
20.0,2012.0,8.0,25.0,9.0,669.0179511,43.9057,13,11,6,4,3.49,134.1416667
20.0,2012.0,8.0,25.0,10.0,654.8662564,43.9305,13,10,6,4,3.46,134.1333333
20.0,2012.0,8.0,25.0,11.0,641.2688321,43.1304,14,9,6,4,3.43,134.1166667
20.0,2012.0,8.0,25.0,12.0,628.1633516,41.3197,14,8,8,4,3.4,134.1
20.0,2012.0,8.0,25.0,13.0,615.489413,35.2779,14,7,7,4,3.38,134.0833333
20.0,2012.0,8.0,25.0,14.0,603.1943123,28.3657,14,6,7,4,3.35,134.0666667
20.0,2012.0,8.0,25.0,15.0,591.2272701,23.5853,13,5,7,4,3.33,134.0583333
20.0,2012.0,8.0,25.0,16.0,579.5377388,19.4109,13,5,7,4,3.31,134.05
20.0,2012.0,8.0,25.0,17.0,568.0760991,16.3558,13,5,7,4,3.28,134.0333333
20.0,2012.0,8.0,25.0,18.0,556.7929639,13.5114,10,5,7,4,3.26,134.0166667
20.0,2012.0,8.0,25.0,19.0,545.6430155,11.7567,7,5,7,4,3.23,134.0
20.0,2012.0,8.0,25.0,20.0,534.597215,10.8882,6,4,7,4,3.22,133.9833333
21.0,2012.0,8.0,25.0,21.0,523.6305927,10.5049,6,4,7,4,3.19,133.9666667
21.0,2012.0,8.0,30.0,1.0,333.003417,19.5314,10,32,7,13,2.72,132.85
21.0,2012.0,8.0,30.0,2.0,308.9047773,19.5684,10,32,6,13,2.71,132.8666667
21.0,2012.0,8.0,30.0,3.0,302.8912529,19.5684,10,32,5,13,2.7,132.8833333
21.0,2012.0,8.0,30.0,4.0,330.5536756,19.5684,10,32,4,12,2.69,132.9
21.0,2012.0,8.0,30.0,5.0,382.3458435,19.5684,10,32,4,11,2.68,132.9166667
21.0,2012.0,8.0,30.0,6.0,445.7088666,19.5684,10,31,4,11,2.67,132.9333333
21.0,2012.0,8.0,30.0,7.0,521.1701357,19.6693,10,31,1,10,2.66,132.95
21.0,2012.0,8.0,30.0,8.0,616.493208,20.6509,11,36,1,9,2.65,132.975
21.0,2012.0,8.0,30.0,9.0,755.3000233,24.4221,11,36,5,4,2.64,132.9916667
21.0,2012.0,8.0,30.0,10.0,963.4210903,29.4346,16,37,9,9,2.64,133.0083333
21.0,2012.0,8.0,30.0,11.0,1259.662811,35.8817,21,41,20,12,2.65,133.025
21.0,2012.0,8.0,30.0,12.0,1645.825893,43.4163,30,38,28,18,2.65,133.0416667
21.0,2012.0,8.0,30.0,13.0,2062.712387,48.4431,37,35,37,26,2.67,133.0583333
21.0,2012.0,8.0,30.0,14.0,2439.305527,52.4952,41,31,39,31,2.68,133.075
21.0,2012.0,8.0,30.0,15.0,2718.31196,53.921,42,29,42,33,2.69,133.0916667
21.0,2012.0,8.0,30.0,16.0,2857.629735,56.6654,43,32,43,34,2.73,133.1166667
21.0,2012.0,8.0,30.0,17.0,2862.199112,70.2362,49,37,44,37,2.82,133.15
21.0,2012.0,8.0,30.0,18.0,2755.646102,81.8348,60,47,87,55,2.94,133.2
21.0,2012.0,8.0,30.0,19.0,2589.2975,88.0228,63,49,95,70,3.1,133.2583333
21.0,2012.0,8.0,30.0,20.0,2417.216825,89.7059,63,49,98,77,3.27,133.3166667
21.0,2012.0,8.0,30.0,21.0,2276.713694,89.4139,63,48,101,78,3.59,133.3916667
21.0,2012.0,8.0,30.0,22.0,2194.644867,88.6425,63,48,102,78,4.04,133.475
21.0,2012.0,8.0,30.0,23.0,2172.80957,87.2275,62,47,103,79,4.46,133.5583333
21.0,2012.0,8.0,30.0,24.0,2204.838932,85.0651,63,44,103,79,4.82,133.65
21.0,2012.0,8.0,31.0,1.0,2276.749219,82.9726,64,42,104,79,5.13,133.7416667
21.0,2012.0,8.0,31.0,2.0,2372.266514,81.8272,63,42,105,80,5.4,133.8416667
21.0,2012.0,8.0,31.0,3.0,2473.571036,81.5334,63,43,105,80,5.72,133.95
21.0,2012.0,8.0,31.0,4.0,2563.626564,81.5574,63,44,105,80,6.04,134.0583333
21.0,2012.0,8.0,31.0,5.0,2630.076997,81.8231,63,45,105,80,6.3,134.1666667
21.0,2012.0,8.0,31.0,6.0,2663.176544,81.7902,63,46,105,80,6.41,134.2666667
21.0,2012.0,8.0,31.0,7.0,2658.940549,81.2486,63,47,105,80,6.41,134.3666667
21.0,2012.0,8.0,31.0,8.0,2615.615024,80.3104,62,47,105,80,6.34,134.4666667
21.0,2012.0,8.0,31.0,9.0,2534.607525,79.4992,61,47,105,80,6.25,134.5583333
21.0,2012.0,8.0,31.0,10.0,2422.544337,78.6261,58,47,105,80,6.09,134.65
21.0,2012.0,8.0,31.0,11.0,2299.831705,77.7728,58,47,105,81,5.94,134.75
21.0,2012.0,8.0,31.0,12.0,2175.570569,76.9073,58,47,105,81,5.81,134.85
21.0,2012.0,8.0,31.0,13.0,2054.679402,76.4269,57,47,105,81,5.69,134.95
21.0,2012.0,8.0,31.0,14.0,1941.080466,76.0538,56,47,105,81,5.57,135.05
21.0,2012.0,8.0,31.0,15.0,1839.48814,75.9234,55,47,105,81,5.46,135.15
21.0,2012.0,8.0,31.0,16.0,1758.781468,75.8117,55,47,105,81,5.34,135.25
21.0,2012.0,8.0,31.0,17.0,1705.801774,75.9613,55,47,105,81,5.25,135.35
21.0,2012.0,8.0,31.0,18.0,1675.07482,76.2845,55,47,106,81,5.17,135.4416667
21.0,2012.0,8.0,31.0,19.0,1657.672197,76.2845,55,47,106,81,5.09,135.5333333
21.0,2012.0,8.0,31.0,20.0,1643.164376,76.2845,55,47,106,81,5.01,135.6166667
21.0,2012.0,8.0,31.0,21.0,1620.814835,76.2845,55,47,106,81,4.93,135.7
21.0,2012.0,8.0,31.0,22.0,1580.160198,76.304,55,47,106,81,4.85,135.7833333
21.0,2012.0,8.0,31.0,23.0,1515.136957,76.304,55,47,102,81,4.78,135.8583333
21.0,2012.0,8.0,31.0,24.0,1437.007924,76.304,55,47,98,81,4.7,135.9333333
21.0,2012.0,9.0,1.0,1.0,1359.485509,76.304,55,47,87,81,4.62,136.0083333
21.0,2012.0,9.0,1.0,2.0,1288.754188,76.304,55,47,79,81,4.56,136.075
21.0,2012.0,9.0,1.0,3.0,1228.803574,76.304,55,47,70,80,4.49,136.1416667
21.0,2012.0,9.0,1.0,4.0,1182.371778,76.304,55,47,68,75,4.42,136.2083333
21.0,2012.0,9.0,1.0,5.0,1149.614975,76.304,55,47,65,71,4.36,136.2666667
21.0,2012.0,9.0,1.0,6.0,1121.613088,76.3551,55,47,64,65,4.31,136.3333333
21.0,2012.0,9.0,1.0,7.0,1089.707573,76.3551,55,47,62,57,4.24,136.3916667
21.0,2012.0,9.0,1.0,8.0,1055.36225,76.3551,55,42,19,52,4.2,136.4583333
21.0,2012.0,9.0,1.0,9.0,1022.495708,76.3551,55,41,11,50,4.15,136.5166667
21.0,2012.0,9.0,1.0,10.0,994.7232662,76.3551,55,38,8,49,4.09,136.575
21.0,2012.0,9.0,1.0,11.0,974.2455294,76.3551,55,32,5,46,4.02,136.6333333
21.0,2012.0,9.0,1.0,12.0,957.9075368,76.3181,55,31,4,27,3.97,136.6833333
21.0,2012.0,9.0,1.0,13.0,940.8376561,76.3181,55,28,3,12,3.92,136.7333333
21.0,2012.0,9.0,1.0,14.0,916.6531383,76.3181,55,27,3,5,3.88,136.7833333
21.0,2012.0,9.0,1.0,15.0,881.3502471,76.3181,55,26,2,3,3.84,136.825
21.0,2012.0,9.0,1.0,16.0,841.9524121,76.3181,55,24,1,3,3.8,136.8666667
21.0,2012.0,9.0,1.0,17.0,807.5876767,76.3464,55,19,1,2,3.76,136.9083333
21.0,2012.0,9.0,1.0,18.0,784.7753719,75.4234,55,9,1,2,3.73,136.9416667
21.0,2012.0,9.0,1.0,19.0,775.741698,71.7114,54,7,1,2,3.7,136.975
21.0,2012.0,9.0,1.0,20.0,768.1490426,66.8067,54,7,2,1,3.66,137.0083333
21.0,2012.0,9.0,1.0,21.0,750.410874,60.3239,49,7,2,1,3.62,137.0416667
21.0,2012.0,9.0,1.0,22.0,728.5087926,52.7536,44,7,2,1,3.59,137.0666667
21.0,2012.0,9.0,1.0,23.0,711.2210836,47.6253,35,7,2,1,3.56,137.0916667
21.0,2012.0,9.0,1.0,24.0,700.9446385,43.2912,28,6,2,1,3.53,137.125
21.0,2012.0,9.0,2.0,1.0,696.7716057,41.8412,24,6,2,1,3.5,137.15
21.0,2012.0,9.0,2.0,2.0,690.9565541,39.0968,23,6,2,1,3.47,137.175
21.0,2012.0,9.0,2.0,3.0,677.3559979,25.4162,22,5,2,1,3.44,137.2
21.0,2012.0,9.0,2.0,4.0,663.0718126,13.5526,16,4,2,1,3.41,137.225
21.0,2012.0,9.0,2.0,5.0,655.1257849,7.1275,5,3,2,0,3.38,137.25
21.0,2012.0,9.0,2.0,6.0,646.973985,4.9784,2,2,2,0,3.36,137.275
21.0,2012.0,9.0,2.0,7.0,629.9924311,4.0953,2,1,2,0,3.33,137.3083333
21.0,2012.0,9.0,2.0,8.0,600.8026505,3.6049,2,1,1,0,3.31,137.3333333
21.0,2012.0,9.0,2.0,9.0,559.5644192,3.3862,2,1,1,0,3.28,137.3583333
21.0,2012.0,9.0,2.0,10.0,515.3449983,2.7354,2,1,1,0,3.26,137.3916667
21.0,2012.0,9.0,2.0,11.0,478.1915889,2.4546,1,1,1,0,3.24,137.425
21.0,2012.0,9.0,2.0,12.0,453.1636658,2.0865,0,1,1,0,3.21,137.45
22.0,2013.0,7.0,7.0,14.0,194.5931409,9.6098,6,0,0,0,2.08,124.6
22.0,2013.0,7.0,7.0,15.0,194.6565767,7.1945,3,0,0,0,2.07,124.6
22.0,2013.0,7.0,7.0,16.0,191.9079444,4.7723,1,0,0,0,2.07,124.6
22.0,2013.0,7.0,7.0,17.0,190.6152059,4.1002,1,0,0,0,2.06,124.6
22.0,2013.0,7.0,7.0,18.0,193.5180481,4.1088,2,0,2,0,2.06,124.6
22.0,2013.0,7.0,7.0,19.0,197.2430577,4.1456,4,0,2,1,2.06,124.6
22.0,2013.0,7.0,7.0,20.0,196.8885464,4.0326,4,0,2,1,2.06,124.6
22.0,2013.0,7.0,7.0,21.0,189.3556701,3.9913,4,0,2,1,2.06,124.6
22.0,2013.0,7.0,7.0,22.0,178.7569613,3.53,5,0,2,1,2.05,124.6
22.0,2013.0,7.0,7.0,23.0,171.0077966,3.5616,5,0,2,1,2.05,124.6
22.0,2013.0,7.0,7.0,24.0,170.5097625,3.4412,5,0,2,1,2.04,124.6
22.0,2013.0,7.0,8.0,1.0,175.6092838,3.3294,5,0,2,1,2.04,124.6
22.0,2013.0,7.0,8.0,2.0,183.1389952,2.9744,5,0,2,1,2.03,124.6
22.0,2013.0,7.0,8.0,3.0,189.9315313,3.4371,12,0,2,1,2.03,124.6
22.0,2013.0,7.0,8.0,4.0,192.683197,3.5568,12,0,2,1,2.02,124.6
22.0,2013.0,7.0,8.0,5.0,187.5449783,3.5541,12,0,2,1,2.02,124.6
22.0,2013.0,7.0,8.0,6.0,170.5315312,3.5834,12,0,2,1,2.01,124.6
22.0,2013.0,7.0,8.0,7.0,140.4249288,3.5834,12,0,2,1,2.01,124.6
22.0,2013.0,7.0,8.0,8.0,107.0769115,3.5834,12,0,2,1,2.0,124.6
22.0,2013.0,7.0,8.0,9.0,83.1066363,3.6012,12,0,2,1,2.0,124.6
22.0,2013.0,7.0,8.0,10.0,77.90568894,3.6012,12,0,2,1,1.99,124.6
22.0,2013.0,7.0,8.0,11.0,87.95536862,3.6291,12,0,2,1,1.99,124.6
22.0,2013.0,7.0,8.0,12.0,106.509403,3.6698,12,0,2,1,1.99,124.6
22.0,2013.0,7.0,8.0,13.0,126.8215198,3.795,13,0,2,1,1.98,124.6
22.0,2013.0,7.0,8.0,14.0,143.4984265,4.0101,13,0,2,1,1.98,124.6
22.0,2013.0,7.0,8.0,15.0,156.5587511,4.1686,15,0,2,1,1.98,124.6
22.0,2013.0,7.0,8.0,16.0,167.3741011,5.472,21,0,2,1,1.98,124.6
22.0,2013.0,7.0,8.0,17.0,176.8489796,6.9045,23,0,2,2,1.98,124.6
22.0,2013.0,7.0,8.0,18.0,184.0194712,6.9579,23,0,3,2,1.97,124.6
22.0,2013.0,7.0,8.0,19.0,187.4545557,7.0021,23,0,3,2,1.97,124.6
22.0,2013.0,7.0,8.0,20.0,186.1068284,7.0021,23,0,3,2,1.97,124.6
22.0,2013.0,7.0,8.0,21.0,180.4633457,7.0789,23,0,3,2,1.97,124.6
22.0,2013.0,7.0,8.0,22.0,171.3947792,7.5385,23,0,3,2,1.97,124.6
22.0,2013.0,7.0,8.0,23.0,159.7718006,7.9127,23,0,3,3,1.97,124.6
22.0,2013.0,7.0,8.0,24.0,146.506203,8.5427,23,0,4,4,1.97,124.6
22.0,2013.0,7.0,9.0,1.0,132.6742646,8.5427,23,0,4,4,1.97,124.6
22.0,2013.0,7.0,9.0,2.0,119.3933849,8.7479,23,0,4,4,1.97,124.6
22.0,2013.0,7.0,9.0,3.0,107.9353902,8.8348,23,0,4,4,1.97,124.6
22.0,2013.0,7.0,9.0,4.0,100.1898139,8.9093,23,0,4,4,1.97,124.6
22.0,2013.0,7.0,9.0,5.0,98.20061631,8.9093,23,0,4,4,1.97,124.6
22.0,2013.0,7.0,9.0,6.0,103.1182886,8.849,23,0,4,4,1.97,124.6
22.0,2013.0,7.0,9.0,7.0,112.5194463,8.849,23,0,4,4,1.97,124.6
22.0,2013.0,7.0,9.0,8.0,123.0872362,8.849,23,0,2,4,1.97,124.6
22.0,2013.0,7.0,9.0,9.0,131.5048047,8.8907,23,0,2,4,1.97,124.6
22.0,2013.0,7.0,9.0,10.0,135.5214892,8.9741,23,0,2,4,1.97,124.6
22.0,2013.0,7.0,9.0,11.0,137.1513891,8.9741,23,0,2,4,1.98,124.6
22.0,2013.0,7.0,9.0,12.0,139.4747943,9.0283,23,0,2,4,1.98,124.6
22.0,2013.0,7.0,9.0,13.0,144.6456946,9.1087,23,0,2,3,1.98,124.6
22.0,2013.0,7.0,9.0,14.0,151.1128787,9.1276,23,0,2,3,1.99,124.6
22.0,2013.0,7.0,9.0,15.0,156.3988351,9.16,23,0,2,3,1.99,124.6
22.0,2013.0,7.0,9.0,16.0,158.0260525,9.2557,23,0,2,3,1.99,124.6
22.0,2013.0,7.0,9.0,17.0,154.5663479,9.274,23,1,2,3,1.99,124.6
22.0,2013.0,7.0,9.0,18.0,148.7888529,9.2969,23,1,2,3,1.99,124.6
22.0,2013.0,7.0,9.0,19.0,144.5120277,9.2969,23,1,2,3,2.0,124.6
22.0,2013.0,7.0,9.0,20.0,144.5076926,9.2969,23,1,2,3,2.01,124.6
22.0,2013.0,7.0,9.0,21.0,147.361109,9.2969,23,1,2,3,2.01,124.6
22.0,2013.0,7.0,9.0,22.0,150.6108988,9.2969,23,1,2,3,2.02,124.6
22.0,2013.0,7.0,9.0,23.0,152.1453608,9.2969,23,1,2,3,2.02,124.6
22.0,2013.0,7.0,9.0,24.0,151.2515031,9.2969,23,1,2,3,2.02,124.6
22.0,2013.0,7.0,10.0,1.0,147.566011,9.2675,23,1,2,3,2.02,124.6
22.0,2013.0,7.0,10.0,2.0,140.7255699,9.0789,23,1,2,3,2.02,124.6
22.0,2013.0,7.0,10.0,3.0,131.2113156,8.261,24,1,2,3,2.02,124.6
22.0,2013.0,7.0,10.0,4.0,122.8821866,7.2966,24,1,2,4,2.02,124.6
22.0,2013.0,7.0,10.0,5.0,120.4415717,8.3842,30,1,2,4,2.02,124.6
22.0,2013.0,7.0,10.0,6.0,126.8350055,9.2335,28,1,2,4,2.02,124.6
22.0,2013.0,7.0,10.0,7.0,137.9766053,9.2895,29,2,2,4,2.02,124.6
22.0,2013.0,7.0,10.0,8.0,148.0226338,9.9312,29,2,1,4,2.02,124.6
22.0,2013.0,7.0,10.0,9.0,152.4739537,10.0141,28,2,1,4,2.01,124.6
22.0,2013.0,7.0,10.0,10.0,152.2098261,10.0141,28,2,1,4,2.01,124.6
22.0,2013.0,7.0,10.0,11.0,149.4541121,9.9862,28,2,1,3,2.01,124.6
22.0,2013.0,7.0,10.0,12.0,146.4306727,9.8474,28,2,1,3,2.0,124.6
22.0,2013.0,7.0,10.0,13.0,144.7076811,9.2724,28,2,1,3,2.0,124.6
22.0,2013.0,7.0,10.0,14.0,143.2305604,9.0572,21,2,0,3,2.0,124.6
22.0,2013.0,7.0,10.0,15.0,140.2890458,9.0256,21,2,0,3,1.99,124.6
22.0,2013.0,7.0,10.0,16.0,134.8782254,9.0549,21,2,0,3,1.99,124.6
22.0,2013.0,7.0,10.0,17.0,128.814598,9.1254,21,2,0,2,1.99,124.6
22.0,2013.0,7.0,10.0,18.0,124.6200153,9.2497,21,2,0,1,1.98,124.6
22.0,2013.0,7.0,10.0,19.0,124.0474908,9.2319,21,2,0,1,1.98,124.6
22.0,2013.0,7.0,10.0,20.0,125.7746855,9.2319,21,2,0,1,1.98,124.6
22.0,2013.0,7.0,10.0,21.0,127.7104225,9.204,22,2,0,1,1.97,124.6
22.0,2013.0,7.0,10.0,22.0,127.7635247,9.1633,22,2,0,1,1.97,124.6
22.0,2013.0,7.0,10.0,23.0,124.4350057,9.0381,22,2,0,1,1.97,124.6
22.0,2013.0,7.0,10.0,24.0,118.5946412,8.823,21,2,0,1,1.97,124.6
22.0,2013.0,7.0,11.0,1.0,111.7043976,8.6645,21,2,0,1,1.97,124.6
22.0,2013.0,7.0,11.0,2.0,105.1644456,7.3611,19,2,0,1,1.97,124.6
22.0,2013.0,7.0,11.0,3.0,100.1277723,5.9286,13,2,0,1,1.97,124.6
22.0,2013.0,7.0,11.0,4.0,97.68556939,5.9338,11,2,0,1,1.97,124.6
22.0,2013.0,7.0,11.0,5.0,98.88978724,5.8896,11,2,0,1,1.97,124.6
22.0,2013.0,7.0,11.0,6.0,104.6354118,5.8896,11,2,0,1,1.97,124.6
22.0,2013.0,7.0,11.0,7.0,115.778188,5.8128,11,2,0,1,1.99,124.6
22.0,2013.0,7.0,11.0,8.0,133.1738606,5.3532,11,2,0,1,2.03,124.6
22.0,2013.0,7.0,11.0,9.0,155.8565675,4.979,11,2,0,1,2.06,124.6
22.0,2013.0,7.0,11.0,10.0,175.5740192,4.349,11,2,0,1,2.07,124.6
22.0,2013.0,7.0,11.0,11.0,182.2523191,4.349,11,2,0,1,2.08,124.6
22.0,2013.0,7.0,11.0,12.0,169.5448597,4.2932,11,3,0,1,2.08,124.6
22.0,2013.0,7.0,11.0,13.0,146.0141899,5.3024,15,3,0,1,2.08,124.6
22.0,2013.0,7.0,11.0,14.0,123.9501474,5.2279,15,3,0,1,2.08,124.6
22.0,2013.0,7.0,11.0,15.0,112.9984808,5.3113,15,3,0,1,2.08,124.6
22.0,2013.0,7.0,11.0,16.0,112.2285814,5.4441,16,4,0,1,2.08,124.6
22.0,2013.0,7.0,11.0,17.0,118.0657511,6.5483,26,3,0,1,2.08,124.6
22.0,2013.0,7.0,11.0,18.0,126.9352918,6.8438,26,3,0,1,2.08,124.6
22.0,2013.0,7.0,11.0,19.0,135.7701313,6.8428,26,4,0,1,2.08,124.6
22.0,2013.0,7.0,11.0,20.0,143.5336992,7.1583,27,4,0,1,2.08,124.6
22.0,2013.0,7.0,11.0,21.0,149.6970511,7.5591,27,4,0,1,2.08,124.6
22.0,2013.0,7.0,11.0,22.0,153.8047346,7.6356,27,4,0,0,2.08,124.6
22.0,2013.0,7.0,11.0,23.0,155.6952655,7.5794,27,4,0,0,2.08,124.6
22.0,2013.0,7.0,11.0,24.0,155.2806522,7.5806,27,4,0,0,2.08,124.6
22.0,2013.0,7.0,12.0,1.0,152.4729028,7.575,27,4,0,0,2.07,124.6
22.0,2013.0,7.0,12.0,2.0,147.5126715,7.4793,27,5,0,0,2.07,124.6
22.0,2013.0,7.0,12.0,3.0,141.955196,7.4839,27,5,0,0,2.06,124.6
22.0,2013.0,7.0,12.0,4.0,137.6843601,7.461,27,5,0,0,2.06,124.6
22.0,2013.0,7.0,12.0,5.0,135.5544263,7.461,27,5,0,0,2.05,124.6
22.0,2013.0,7.0,12.0,6.0,132.301171,7.5384,27,5,0,0,2.05,124.6
22.0,2013.0,7.0,12.0,7.0,123.6307496,7.5702,27,4,0,0,2.05,124.6
22.0,2013.0,7.0,12.0,8.0,107.3875876,7.5702,27,4,0,0,2.05,124.6
22.0,2013.0,7.0,12.0,9.0,89.96919289,7.5702,27,4,0,0,2.04,124.6
22.0,2013.0,7.0,12.0,10.0,79.91134358,7.5702,27,4,0,0,2.04,124.6
22.0,2013.0,7.0,12.0,11.0,85.74981793,7.5702,27,4,0,0,2.04,124.6
22.0,2013.0,7.0,12.0,12.0,112.1873175,7.5702,27,4,0,0,2.04,124.6
22.0,2013.0,7.0,12.0,13.0,148.5942374,7.4435,27,4,0,0,2.04,124.6
22.0,2013.0,7.0,12.0,14.0,180.5078959,7.5454,27,4,0,0,2.04,124.6
22.0,2013.0,7.0,12.0,15.0,196.6138544,6.3909,27,4,0,0,2.04,124.6
22.0,2013.0,7.0,12.0,16.0,198.1906473,5.61,20,4,0,1,2.05,124.6
22.0,2013.0,7.0,12.0,17.0,189.6650519,6.2412,21,4,0,1,2.07,124.6
22.0,2013.0,7.0,12.0,18.0,175.3356376,6.0579,20,4,0,1,2.09,124.6
22.0,2013.0,7.0,12.0,19.0,158.9881432,6.1066,21,4,0,1,2.1,124.6
22.0,2013.0,7.0,12.0,20.0,144.2800993,6.4372,23,4,0,1,2.1,124.6
22.0,2013.0,7.0,12.0,21.0,134.869037,6.4663,23,4,0,1,2.11,124.6
22.0,2013.0,7.0,12.0,22.0,133.2624524,6.4852,23,4,0,1,2.11,124.6
22.0,2013.0,7.0,12.0,23.0,137.3677043,6.7925,25,4,0,1,2.11,124.6
22.0,2013.0,7.0,12.0,24.0,143.9421166,7.5524,28,5,0,1,2.11,124.6
