,홍수사상번호,연,월,일,시간,유입량,유역평균강수,강우(A지역),강우(B지역),강우(C지역),강우(D지역),수위(E지역),수위(D지역)
7025,11.0,2010.0,9.0,13.0,14.0,1753.199406,130.0835,119,87,29,46,5.86,140.3166667
7026,11.0,2010.0,9.0,13.0,15.0,1689.289404,128.8667,118,77,27,45,5.75,140.4
7027,11.0,2010.0,9.0,13.0,16.0,1632.431942,127.604,117,74,26,45,5.66,140.475
7028,11.0,2010.0,9.0,13.0,17.0,1577.940573,125.4525,115,73,26,45,5.57,140.55
7029,11.0,2010.0,9.0,13.0,18.0,1522.941345,122.0644,112,69,25,45,5.47,140.6166667
7030,11.0,2010.0,9.0,13.0,19.0,1466.011006,116.2862,110,67,25,44,5.37,140.675
7031,11.0,2010.0,9.0,13.0,20.0,1409.716596,101.5298,102,64,22,41,5.29,140.7333333
7032,11.0,2010.0,9.0,13.0,21.0,1357.158115,88.0913,75,61,20,41,5.2,140.7833333
7033,11.0,2010.0,9.0,13.0,22.0,1309.577091,83.459,72,60,18,39,5.13,140.825
7034,11.0,2010.0,9.0,13.0,23.0,1267.473483,78.4958,72,60,13,37,5.05,140.8666667
7035,11.0,2010.0,9.0,13.0,24.0,1230.239437,74.0498,72,59,8,33,4.96,140.9083333
7036,11.0,2010.0,9.0,14.0,1.0,1196.779949,71.2643,72,58,1,27,4.9,140.9416667
7037,11.0,2010.0,9.0,14.0,2.0,1165.159236,69.2553,72,54,1,26,4.83,140.975
7038,11.0,2010.0,9.0,14.0,3.0,1132.846183,68.16,72,50,1,20,4.78,141.0083333
7039,12.0,2010.0,9.0,18.0,21.0,301.6913601,0.0289,0,0,0,0,2.34,140.9083333
7040,12.0,2010.0,9.0,18.0,22.0,278.3598243,0.0507,0,0,0,0,2.33,140.9
7041,12.0,2010.0,9.0,18.0,23.0,242.223812,0.0507,0,0,0,0,2.32,140.9
7042,12.0,2010.0,9.0,18.0,24.0,204.978261,0.0507,0,0,0,0,2.31,140.9
7043,12.0,2010.0,9.0,19.0,1.0,167.7090208,0.0507,0,0,0,0,2.3,140.9
7044,12.0,2010.0,9.0,19.0,2.0,131.1006829,0.0507,0,0,0,0,2.29,140.9
7045,12.0,2010.0,9.0,19.0,3.0,104.8418942,0.0507,0,0,0,0,2.27,140.9
7046,12.0,2010.0,9.0,19.0,4.0,98.3065308,0.0507,0,0,0,0,2.27,140.9
7047,12.0,2010.0,9.0,19.0,5.0,110.6053276,0.0507,0,0,0,0,2.29,140.9
7048,12.0,2010.0,9.0,19.0,6.0,136.8881623,0.0507,0,0,0,0,2.29,140.9
7049,12.0,2010.0,9.0,19.0,7.0,166.7246239,0.1042,0,0,0,0,2.29,140.9
7050,12.0,2010.0,9.0,19.0,8.0,189.5659138,0.1165,0,0,0,0,2.28,140.9
7051,12.0,2010.0,9.0,19.0,9.0,199.9699694,0.2923,0,0,0,0,2.27,140.9
7052,12.0,2010.0,9.0,19.0,10.0,197.0247097,0.6466,0,1,0,1,2.27,140.9
7053,12.0,2010.0,9.0,19.0,11.0,192.8312423,1.2338,1,2,0,1,2.26,140.9
7054,12.0,2010.0,9.0,19.0,12.0,199.0757258,1.4513,1,2,1,1,2.26,140.8916667
7055,12.0,2010.0,9.0,19.0,13.0,212.7713342,1.7659,1,2,1,1,2.25,140.8833333
7056,12.0,2010.0,9.0,19.0,14.0,227.0694427,2.0609,1,2,2,1,2.24,140.875
7057,12.0,2010.0,9.0,19.0,15.0,234.3472175,3.0778,2,2,2,1,2.24,140.8666667
7058,12.0,2010.0,9.0,19.0,16.0,231.8340333,4.3516,6,5,2,2,2.24,140.8583333
7059,12.0,2010.0,9.0,19.0,17.0,236.9423085,6.5057,9,7,3,3,2.24,140.85
7060,12.0,2010.0,9.0,19.0,18.0,263.940521,8.0713,13,8,5,3,2.23,140.8333333
7061,12.0,2010.0,9.0,19.0,19.0,294.3383423,9.1477,14,8,5,4,2.23,140.825
7062,12.0,2010.0,9.0,19.0,20.0,306.1141453,9.6448,14,8,6,5,2.23,140.8083333
7063,12.0,2010.0,9.0,19.0,21.0,295.8799164,9.7604,14,9,7,5,2.23,140.7916667
7064,12.0,2010.0,9.0,19.0,22.0,267.1514996,10.1927,16,10,7,5,2.22,140.775
7065,12.0,2010.0,9.0,19.0,23.0,232.4265555,11.4199,20,10,8,6,2.22,140.7583333
7066,12.0,2010.0,9.0,19.0,24.0,203.8975,11.6751,20,10,8,6,2.22,140.75
7067,12.0,2010.0,9.0,20.0,1.0,183.5539537,11.9436,20,10,8,6,2.22,140.7416667
7068,12.0,2010.0,9.0,20.0,2.0,170.8348384,12.5636,24,11,8,6,2.22,140.7333333
7069,12.0,2010.0,9.0,20.0,3.0,164.1767939,13.0904,29,16,8,6,2.22,140.725
7070,12.0,2010.0,9.0,20.0,4.0,158.0073324,14.256,33,18,8,6,2.22,140.7166667
7071,12.0,2010.0,9.0,20.0,5.0,148.0155743,15.3776,33,19,8,6,2.21,140.7083333
7072,12.0,2010.0,9.0,20.0,6.0,138.9461998,17.1657,35,19,8,6,2.21,140.7166667
7073,12.0,2010.0,9.0,20.0,7.0,136.0957743,18.6926,36,19,8,8,2.21,140.7166667
7074,12.0,2010.0,9.0,20.0,8.0,137.9128433,19.7564,37,20,10,10,2.21,140.725
7075,12.0,2010.0,9.0,20.0,9.0,142.1602686,21.4715,43,21,10,13,2.21,140.7333333
7076,12.0,2010.0,9.0,20.0,10.0,150.7061987,23.4376,44,21,12,17,2.22,140.7416667
7077,12.0,2010.0,9.0,20.0,11.0,164.648009,24.0739,45,21,14,20,2.22,140.75
7078,12.0,2010.0,9.0,20.0,12.0,177.8946988,24.5029,47,21,15,20,2.23,140.7583333
7079,12.0,2010.0,9.0,20.0,13.0,184.4548617,24.7237,48,22,15,20,2.23,140.7583333
7080,12.0,2010.0,9.0,20.0,14.0,185.9238465,25.0672,48,22,15,20,2.23,140.7583333
7081,12.0,2010.0,9.0,20.0,15.0,185.8927696,25.2268,48,22,16,22,2.24,140.7583333
7082,12.0,2010.0,9.0,20.0,16.0,188.3490639,25.3673,49,22,16,22,2.25,140.7583333
7083,12.0,2010.0,9.0,20.0,17.0,197.1979575,25.5536,49,22,16,22,2.27,140.7583333
7084,12.0,2010.0,9.0,20.0,18.0,215.6195423,25.5536,49,22,17,22,2.28,140.75
7085,12.0,2010.0,9.0,20.0,19.0,245.4062882,25.5536,49,22,17,22,2.3,140.7333333
7086,12.0,2010.0,9.0,20.0,20.0,283.525313,25.5536,49,22,17,22,2.32,140.7166667
7087,12.0,2010.0,9.0,20.0,21.0,322.9953121,25.5536,49,22,17,22,2.33,140.7
7088,12.0,2010.0,9.0,20.0,22.0,345.8666435,25.5536,49,22,17,22,2.34,140.6833333
7089,12.0,2010.0,9.0,20.0,23.0,338.4603762,25.6078,49,22,17,22,2.36,140.6666667
7090,12.0,2010.0,9.0,20.0,24.0,315.1487598,25.6078,49,22,17,22,2.39,140.65
7091,12.0,2010.0,9.0,21.0,1.0,293.4280564,25.8087,49,22,17,22,2.42,140.6333333
7092,12.0,2010.0,9.0,21.0,2.0,275.2393948,26.1737,49,23,16,22,2.47,140.625
7093,12.0,2010.0,9.0,21.0,3.0,257.6837034,26.3721,49,23,16,22,2.49,140.6166667
7094,12.0,2010.0,9.0,21.0,4.0,234.0562433,26.4903,50,24,15,21,2.51,140.6083333
7095,12.0,2010.0,9.0,21.0,5.0,201.1829625,26.5321,50,24,15,21,2.53,140.6
7096,12.0,2010.0,9.0,21.0,6.0,173.8182245,26.5321,50,24,15,21,2.55,140.5916667
7097,12.0,2010.0,9.0,21.0,7.0,165.8743307,26.5321,50,24,14,21,2.55,140.5916667
7098,12.0,2010.0,9.0,21.0,8.0,169.9669175,26.6462,50,24,12,21,2.55,140.5916667
7099,12.0,2010.0,9.0,21.0,9.0,174.7810493,26.9418,50,24,12,22,2.54,140.5916667
7100,12.0,2010.0,9.0,21.0,10.0,174.5761644,27.7848,50,23,11,21,2.53,140.5916667
7101,12.0,2010.0,9.0,21.0,11.0,165.0052952,29.072,54,23,10,21,2.52,140.5916667
7102,12.0,2010.0,9.0,21.0,12.0,144.0787951,30.0096,55,23,10,21,2.51,140.5916667
7103,12.0,2010.0,9.0,21.0,13.0,119.2363025,30.3542,57,23,9,20,2.5,140.6
7104,12.0,2010.0,9.0,21.0,14.0,100.6178939,31.1363,60,24,9,19,2.48,140.6
7105,12.0,2010.0,9.0,21.0,15.0,99.73611285,31.3371,60,25,9,19,2.47,140.5916667
7106,12.0,2010.0,9.0,21.0,16.0,133.4171302,31.752,63,23,9,19,2.46,140.5833333
7107,12.0,2010.0,9.0,21.0,17.0,238.3691578,35.6086,68,35,9,19,2.45,140.575
7108,12.0,2010.0,9.0,21.0,18.0,453.303083,40.2861,72,35,9,19,2.45,140.5666667
7109,12.0,2010.0,9.0,21.0,19.0,805.0584521,46.1535,95,52,10,19,2.44,140.5583333
7110,12.0,2010.0,9.0,21.0,20.0,1308.964792,56.5577,104,75,10,21,2.43,140.55
7111,12.0,2010.0,9.0,21.0,21.0,1946.182891,67.4371,109,81,10,23,2.44,140.5333333
7112,12.0,2010.0,9.0,21.0,22.0,2690.576915,78.5503,111,88,8,44,2.49,140.5166667
7113,12.0,2010.0,9.0,21.0,23.0,3520.993279,94.5673,121,95,8,86,2.81,140.5083333
7114,12.0,2010.0,9.0,21.0,24.0,4402.29643,110.5123,131,105,21,144,4.84,140.5
7115,12.0,2010.0,9.0,22.0,1.0,5238.440696,120.6385,138,121,44,170,7.13,140.5
7116,12.0,2010.0,9.0,22.0,2.0,5928.227953,125.0153,138,135,50,179,8.51,140.5083333
7117,12.0,2010.0,9.0,22.0,3.0,6410.760383,125.2315,134,130,62,177,9.5,140.5416667
7118,12.0,2010.0,9.0,22.0,4.0,6649.461979,123.7361,131,128,67,174,10.27,140.5916667
7119,12.0,2010.0,9.0,22.0,5.0,6664.743659,122.8283,127,127,66,171,10.43,140.6583333
7120,12.0,2010.0,9.0,22.0,6.0,6494.54945,122.4309,126,127,67,171,10.43,140.7416667
7121,12.0,2010.0,9.0,22.0,7.0,6189.96889,122.4488,126,127,67,171,10.27,140.85
7122,12.0,2010.0,9.0,22.0,8.0,5804.854979,122.1725,126,126,66,171,10.01,140.975
7123,12.0,2010.0,9.0,22.0,9.0,5390.969056,120.9916,124,125,66,169,9.69,141.1333333
7124,12.0,2010.0,9.0,22.0,10.0,4995.303187,120.7443,121,125,66,169,9.35,141.3083333
7125,12.0,2010.0,9.0,22.0,11.0,4647.864002,120.5512,121,125,66,169,8.98,141.4916667
7126,12.0,2010.0,9.0,22.0,12.0,4365.900508,119.9435,121,125,66,169,8.65,141.6916667
7127,12.0,2010.0,9.0,22.0,13.0,4132.616661,119.4429,117,124,66,169,8.33,141.8916667
7128,12.0,2010.0,9.0,22.0,14.0,3925.760092,118.2773,112,124,67,169,8.04,142.1
7129,12.0,2010.0,9.0,22.0,15.0,3735.298199,117.168,108,124,67,169,7.77,142.3
7130,12.0,2010.0,9.0,22.0,16.0,3554.779362,115.4469,108,124,67,169,7.52,142.4916667
7131,12.0,2010.0,9.0,22.0,17.0,3379.856113,113.939,106,124,67,169,7.25,142.675
7132,12.0,2010.0,9.0,22.0,18.0,3208.664151,112.9165,105,124,67,169,6.98,142.8416667
7133,12.0,2010.0,9.0,22.0,19.0,3047.16769,111.2209,104,124,67,169,6.75,142.9916667
7134,12.0,2010.0,9.0,22.0,20.0,2901.532123,109.2743,98,124,67,169,6.53,143.1333333
7135,12.0,2010.0,9.0,22.0,21.0,2770.899062,108.6503,97,124,67,169,6.32,143.25
7136,12.0,2010.0,9.0,22.0,22.0,2652.654169,108.2213,96,124,67,169,6.15,143.35
7137,12.0,2010.0,9.0,22.0,23.0,2544.230944,108.0005,94,124,67,169,6,143.4416667
7138,12.0,2010.0,9.0,22.0,24.0,2443.254222,107.657,93,124,67,169,5.85,143.5166667
7139,12.0,2010.0,9.0,23.0,1.0,2348.25592,107.5387,93,124,67,169,5.7,143.5833333
7140,12.0,2010.0,9.0,23.0,2.0,2261.204937,107.4828,93,123,67,169,5.57,143.6416667
7141,12.0,2010.0,9.0,23.0,3.0,2184.415318,107.385,92,123,67,168,5.45,143.6916667
7142,12.0,2010.0,9.0,23.0,4.0,2118.144696,107.385,92,122,67,168,5.34,143.7333333
7143,12.0,2010.0,9.0,23.0,5.0,2061.597228,107.4092,92,122,67,167,5.22,143.7666667
7144,12.0,2010.0,9.0,23.0,6.0,2011.819579,107.4215,92,122,67,167,5.13,143.8
7145,12.0,2010.0,9.0,23.0,7.0,1965.497846,107.4215,92,122,67,167,5.02,143.825
7146,12.0,2010.0,9.0,23.0,8.0,1920.033355,107.4215,92,122,67,167,4.93,143.8416667
7147,12.0,2010.0,9.0,23.0,9.0,1873.174934,107.3673,92,122,66,167,4.83,143.8583333
7148,12.0,2010.0,9.0,23.0,10.0,1823.346184,107.3673,92,122,66,167,4.74,143.875
7149,12.0,2010.0,9.0,23.0,11.0,1770.588016,107.1664,92,121,66,166,4.65,143.8833333
7150,12.0,2010.0,9.0,23.0,12.0,1720.735819,106.8093,92,121,66,166,4.57,143.8916667
7151,12.0,2010.0,9.0,23.0,13.0,1679.203463,106.6109,92,121,66,166,4.51,143.9
7152,12.0,2010.0,9.0,23.0,14.0,1643.924262,106.4927,92,120,51,164,4.44,143.9
7153,12.0,2010.0,9.0,23.0,15.0,1611.744747,106.4509,91,119,26,162,4.38,143.9
7154,12.0,2010.0,9.0,23.0,16.0,1582.644876,106.4509,91,118,19,141,4.32,143.9
7155,12.0,2010.0,9.0,23.0,17.0,1556.684006,106.4509,91,104,7,99,4.26,143.8916667
7156,12.0,2010.0,9.0,23.0,18.0,1531.105672,106.3412,91,103,2,41,4.21,143.8833333
7157,12.0,2010.0,9.0,23.0,19.0,1503.512821,106.0456,91,86,2,13,4.16,143.875
7158,12.0,2010.0,9.0,23.0,20.0,1475.76187,105.2026,91,63,1,2,4.12,143.8666667
7159,12.0,2010.0,9.0,23.0,21.0,1449.896617,103.9154,91,56,1,1,4.08,143.8583333
7160,12.0,2010.0,9.0,23.0,22.0,1424.456918,102.9778,87,48,1,0,4.03,143.85
7161,12.0,2010.0,9.0,23.0,23.0,1398.10859,102.6332,86,41,1,0,3.98,143.8333333
7162,12.0,2010.0,9.0,23.0,24.0,1373.525232,101.8511,84,31,1,0,3.94,143.8166667
7163,12.0,2010.0,9.0,24.0,1.0,1353.968149,101.6503,81,15,1,0,3.9,143.8
7164,12.0,2010.0,9.0,24.0,2.0,1341.04169,101.2354,81,0,1,0,3.86,143.7833333
7165,12.0,2010.0,9.0,24.0,3.0,1337.92791,97.3253,78,0,1,0,3.83,143.7583333
7166,13.0,2011.0,6.0,28.0,23.0,865.0187344,11.7252,22,1,0,0,3.63,133.65
7167,13.0,2011.0,6.0,28.0,24.0,839.8503725,7.5036,17,1,0,0,3.6,133.6083333
7168,13.0,2011.0,6.0,29.0,1.0,811.6407732,4.677,10,1,0,0,3.57,133.5666667
7169,13.0,2011.0,6.0,29.0,2.0,780.3067715,2.7427,6,1,0,0,3.54,133.525
7170,13.0,2011.0,6.0,29.0,3.0,745.9859905,2.1722,3,1,0,0,3.51,133.475
7171,13.0,2011.0,6.0,29.0,4.0,709.2211345,2.9862,5,0,0,0,3.48,133.4333333
7172,13.0,2011.0,6.0,29.0,5.0,670.923729,3.384,6,0,0,0,3.45,133.3833333
7173,13.0,2011.0,6.0,29.0,6.0,633.0755019,3.3088,6,0,0,0,3.42,133.3416667
7174,13.0,2011.0,6.0,29.0,7.0,597.9363128,3.2049,6,0,0,0,3.4,133.2916667
7175,13.0,2011.0,6.0,29.0,8.0,567.8083442,3.0576,6,0,0,0,3.37,133.25
7176,13.0,2011.0,6.0,29.0,9.0,544.8313466,3.0219,6,0,0,0,3.34,133.2083333
7177,13.0,2011.0,6.0,29.0,10.0,530.4530198,2.9895,6,0,0,0,3.32,133.1666667
7178,13.0,2011.0,6.0,29.0,11.0,525.5024952,3.0084,6,0,0,0,3.31,133.125
7179,13.0,2011.0,6.0,29.0,12.0,529.0266832,2.9543,6,0,0,0,3.28,133.0833333
7180,13.0,2011.0,6.0,29.0,13.0,540.0766278,2.8864,6,0,0,0,3.26,133.05
7181,13.0,2011.0,6.0,29.0,14.0,559.5021284,3.8279,13,0,0,0,3.24,133.0166667
7182,13.0,2011.0,6.0,29.0,15.0,589.660505,4.0259,12,0,0,0,3.22,132.9916667
7183,13.0,2011.0,6.0,29.0,16.0,636.9761772,5.8864,16,0,0,0,3.21,132.9666667
7184,13.0,2011.0,6.0,29.0,17.0,708.2744962,7.2556,16,0,1,0,3.19,132.95
7185,13.0,2011.0,6.0,29.0,18.0,809.0711337,12.8442,34,12,1,0,3.2,132.9416667
7186,13.0,2011.0,6.0,29.0,19.0,940.2999421,20.134,39,13,6,5,3.18,132.9416667
7187,13.0,2011.0,6.0,29.0,20.0,1100.734289,20.8966,39,13,14,13,3.17,132.9416667
7188,13.0,2011.0,6.0,29.0,21.0,1285.087426,21.5497,39,13,15,14,3.17,132.9416667
7189,13.0,2011.0,6.0,29.0,22.0,1486.077735,25.4895,53,13,15,14,3.17,132.9416667
7190,13.0,2011.0,6.0,29.0,23.0,1692.504253,29.5935,53,17,15,14,3.19,132.95
7191,13.0,2011.0,6.0,29.0,24.0,1892.340534,36.9883,64,31,15,18,3.28,132.9666667
7192,13.0,2011.0,6.0,30.0,1.0,2074.177553,47.403,66,40,16,24,3.32,132.9916667
7193,13.0,2011.0,6.0,30.0,2.0,2230.359305,50.9448,66,43,42,45,3.34,133.0166667
7194,13.0,2011.0,6.0,30.0,3.0,2367.624449,55.206,69,54,61,46,3.53,133.05
7195,13.0,2011.0,6.0,30.0,4.0,2495.537887,64.7157,70,61,68,53,3.95,133.1
7196,13.0,2011.0,6.0,30.0,5.0,2620.574831,71.7088,72,72,101,71,4.5,133.1583333
7197,13.0,2011.0,6.0,30.0,6.0,2746.779806,76.1637,84,73,102,85,4.98,133.2166667
7198,13.0,2011.0,6.0,30.0,7.0,2871.564266,81.4074,120,76,102,90,5.54,133.2833333
7199,13.0,2011.0,6.0,30.0,8.0,2990.809434,84.6888,132,76,102,91,6.07,133.3583333
7200,13.0,2011.0,6.0,30.0,9.0,3100.908679,86.2889,138,76,102,91,6.42,133.4416667
7201,13.0,2011.0,6.0,30.0,10.0,3198.786259,86.6755,141,76,102,91,6.73,133.5416667
7202,13.0,2011.0,6.0,30.0,11.0,3283.172512,86.9105,142,76,102,91,6.93,133.65
7203,13.0,2011.0,6.0,30.0,12.0,3353.979365,86.974,142,76,102,91,7.05,133.7583333
7204,13.0,2011.0,6.0,30.0,13.0,3411.087017,86.974,142,76,102,91,7.12,133.8666667
7205,13.0,2011.0,6.0,30.0,14.0,3453.470013,86.974,142,76,102,91,7.2,133.9833333
7206,13.0,2011.0,6.0,30.0,15.0,3479.167275,86.974,142,76,102,91,7.35,134.1083333
7207,13.0,2011.0,6.0,30.0,16.0,3483.38086,87.0157,142,76,102,91,7.6,134.225
7208,13.0,2011.0,6.0,30.0,17.0,3461.230507,87.0157,142,76,102,91,7.84,134.3416667
7209,13.0,2011.0,6.0,30.0,18.0,3410.343546,87.0157,142,76,102,91,7.94,134.4583333
7210,13.0,2011.0,6.0,30.0,19.0,3330.005403,87.0157,142,76,102,91,7.84,134.5833333
7211,13.0,2011.0,6.0,30.0,20.0,3223.626285,87.0157,142,76,102,91,7.67,134.7083333
7212,13.0,2011.0,6.0,30.0,21.0,3096.1988,87.0157,142,76,102,91,7.45,134.8333333
7213,13.0,2011.0,6.0,30.0,22.0,2954.920358,87.0157,142,76,102,91,7.22,134.9583333
7214,13.0,2011.0,6.0,30.0,23.0,2807.210546,87.0157,142,76,102,91,6.99,135.0833333
7215,13.0,2011.0,6.0,30.0,24.0,2659.172856,87.035,142,76,102,91,6.78,135.2083333
7216,13.0,2011.0,7.0,1.0,1.0,2515.73808,87.2403,142,76,102,91,6.58,135.3333333
7217,13.0,2011.0,7.0,1.0,2.0,2378.462306,87.2596,142,76,102,91,6.4,135.4583333
7218,13.0,2011.0,7.0,1.0,3.0,2248.135314,87.2596,142,76,102,91,6.24,135.5666667
7219,13.0,2011.0,7.0,1.0,4.0,2125.353841,87.2596,142,76,102,91,6.09,135.675
7220,13.0,2011.0,7.0,1.0,5.0,2008.781872,87.2596,142,76,102,91,5.94,135.7833333
7221,13.0,2011.0,7.0,1.0,6.0,1897.598848,87.2596,142,76,102,91,5.81,135.8916667
7222,13.0,2011.0,7.0,1.0,7.0,1795.05615,87.2596,142,76,101,91,5.68,135.9833333
7223,13.0,2011.0,7.0,1.0,8.0,1704.357775,87.2986,142,76,101,91,5.55,136.075
7224,13.0,2011.0,7.0,1.0,9.0,1624.446243,87.2986,142,76,96,91,5.44,136.1583333
7225,13.0,2011.0,7.0,1.0,10.0,1553.43857,87.2785,142,76,88,91,5.33,136.2333333
7226,13.0,2011.0,7.0,1.0,11.0,1490.411226,87.2785,142,76,87,91,5.22,136.3
7227,13.0,2011.0,7.0,1.0,12.0,1434.758318,87.2467,142,76,87,91,5.14,136.3666667
7228,13.0,2011.0,7.0,1.0,13.0,1386.185021,87.2467,142,76,87,86,5.04,136.425
7229,13.0,2011.0,7.0,1.0,14.0,1344.761581,86.3564,142,76,87,78,4.95,136.475
7230,13.0,2011.0,7.0,1.0,15.0,1311.707461,85.8457,140,76,86,77,4.87,136.5333333
7231,13.0,2011.0,7.0,1.0,16.0,1287.971189,85.8239,139,76,60,77,4.79,136.5833333
7232,13.0,2011.0,7.0,1.0,17.0,1272.268327,85.8239,139,76,41,77,4.72,136.625
7233,14.0,2011.0,7.0,2.0,23.0,650.4484063,0.3246,0,0,0,0,3.42,136.25
7234,14.0,2011.0,7.0,2.0,24.0,681.4088964,0.5301,0,0,0,0,3.39,136.2
7235,14.0,2011.0,7.0,3.0,1.0,706.4749497,0.5301,0,0,0,0,3.36,136.15
7236,14.0,2011.0,7.0,3.0,2.0,719.5710822,0.4884,0,0,0,0,3.34,136.1
7237,14.0,2011.0,7.0,3.0,3.0,734.9705364,0.5178,0,0,0,0,3.32,136.05
7238,14.0,2011.0,7.0,3.0,4.0,768.6988633,0.5373,0,0,0,0,3.3,136
7239,14.0,2011.0,7.0,3.0,5.0,824.163848,2.4555,0,1,0,0,3.27,135.95
7240,14.0,2011.0,7.0,3.0,6.0,904.3253095,8.4682,2,2,2,0,3.27,135.9083333
7241,14.0,2011.0,7.0,3.0,7.0,1014.619383,14.6656,20,11,15,5,3.26,135.8583333
7242,14.0,2011.0,7.0,3.0,8.0,1167.50056,23.5854,27,24,17,11,3.25,135.8166667
7243,14.0,2011.0,7.0,3.0,9.0,1375.865353,30.0721,34,26,18,17,3.25,135.7666667
7244,14.0,2011.0,7.0,3.0,10.0,1647.359995,36.4755,41,34,19,19,3.28,135.725
7245,14.0,2011.0,7.0,3.0,11.0,1981.303431,48.5934,66,42,46,26,3.31,135.6833333
7246,14.0,2011.0,7.0,3.0,12.0,2348.955716,57.5747,71,45,48,44,3.52,135.65
7247,14.0,2011.0,7.0,3.0,13.0,2722.208887,66.8289,75,64,54,51,3.73,135.6166667
7248,14.0,2011.0,7.0,3.0,14.0,3103.711855,74.5148,76,74,61,54,4.14,135.6
7249,14.0,2011.0,7.0,3.0,15.0,3504.440514,85.2616,98,84,70,63,4.78,135.5916667
7250,14.0,2011.0,7.0,3.0,16.0,3931.617631,93.7454,106,86,77,79,5.44,135.6
7251,14.0,2011.0,7.0,3.0,17.0,4376.773193,99.3057,110,88,79,85,6.05,135.6166667
7252,14.0,2011.0,7.0,3.0,18.0,4827.179988,103.2974,125,89,86,89,7.17,135.65
7253,14.0,2011.0,7.0,3.0,19.0,5268.774814,112.8517,150,125,86,89,7.6,135.7
7254,14.0,2011.0,7.0,3.0,20.0,5693.265237,128.5719,160,145,87,90,8.06,135.7666667
7255,14.0,2011.0,7.0,3.0,21.0,6116.777887,134.6658,164,147,88,104,8.51,135.8583333
7256,14.0,2011.0,7.0,3.0,22.0,6553.653372,135.7463,165,148,89,109,9.01,135.9666667
7257,14.0,2011.0,7.0,3.0,23.0,6982.631381,135.962,166,148,89,109,9.92,136.1
7258,14.0,2011.0,7.0,3.0,24.0,7358.409702,136.0178,166,148,89,109,10.43,136.25
7259,14.0,2011.0,7.0,4.0,1.0,7633.839471,136.0718,166,148,89,109,10.86,136.4166667
7260,14.0,2011.0,7.0,4.0,2.0,7770.536327,136.0718,166,148,89,109,11.22,136.6
7261,14.0,2011.0,7.0,4.0,3.0,7740.177514,136.0718,166,148,89,109,11.43,136.8
7262,14.0,2011.0,7.0,4.0,4.0,7545.922194,136.0718,166,148,89,109,11.43,137.0166667
7263,14.0,2011.0,7.0,4.0,5.0,7203.290118,136.0718,166,148,89,109,11.19,137.25
7264,14.0,2011.0,7.0,4.0,6.0,6745.761492,136.0718,166,148,89,109,10.8,137.5
7265,14.0,2011.0,7.0,4.0,7.0,6213.386504,136.1737,166,148,89,109,10.39,137.7583333
7266,14.0,2011.0,7.0,4.0,8.0,5654.534804,136.2179,166,148,89,109,9.88,138.0166667
7267,14.0,2011.0,7.0,4.0,9.0,5119.165811,136.2179,166,148,90,109,9.43,138.2666667
7268,14.0,2011.0,7.0,4.0,10.0,4646.877807,136.2179,166,148,90,109,8.99,138.5166667
7269,14.0,2011.0,7.0,4.0,11.0,4243.176004,136.2584,166,148,90,109,8.64,138.75
7270,14.0,2011.0,7.0,4.0,12.0,3903.701922,136.2905,166,148,90,109,8.29,138.975
7271,14.0,2011.0,7.0,4.0,13.0,3618.245273,136.2905,166,148,90,109,7.98,139.1833333
7272,14.0,2011.0,7.0,4.0,14.0,3376.029576,136.2905,166,148,90,109,7.67,139.375
7273,14.0,2011.0,7.0,4.0,15.0,3169.865397,136.3082,166,148,90,109,7.42,139.5416667
7274,14.0,2011.0,7.0,4.0,16.0,2992.059263,136.3082,166,148,90,109,7.19,139.6833333
7275,14.0,2011.0,7.0,4.0,17.0,2829.314508,136.3082,166,148,90,109,6.94,139.8
7276,14.0,2011.0,7.0,4.0,18.0,2669.255794,136.3082,166,148,90,109,6.72,139.8833333
7277,14.0,2011.0,7.0,4.0,19.0,2510.570637,136.3082,166,148,90,109,6.55,139.95
7278,14.0,2011.0,7.0,4.0,20.0,2361.366084,136.3082,166,148,88,109,6.37,140
7279,14.0,2011.0,7.0,4.0,21.0,2230.13196,136.3082,166,148,75,109,6.18,140.0416667
7280,14.0,2011.0,7.0,4.0,22.0,2119.791783,136.3082,166,148,73,109,6.04,140.0666667
7281,14.0,2011.0,7.0,4.0,23.0,2029.474555,136.3082,166,148,72,109,5.9,140.0833333
7282,14.0,2011.0,7.0,4.0,24.0,1948.697519,136.3082,166,148,71,109,5.78,140.0833333
7283,15.0,2011.0,7.0,7.0,8.0,480.2647315,0,0,0,0,0,3.12,134.7333333
7284,15.0,2011.0,7.0,7.0,9.0,469.6913817,0.0573,0,0,0,0,3.1,134.6
7285,15.0,2011.0,7.0,7.0,10.0,458.850277,0.0744,0,0,0,0,3.08,134.4666667
7286,15.0,2011.0,7.0,7.0,11.0,448.7810888,0.0744,0,0,0,0,3.06,134.3333333
7287,15.0,2011.0,7.0,7.0,12.0,440.4479589,0.0744,0,0,0,0,3.04,134.2
7288,15.0,2011.0,7.0,7.0,13.0,434.7961463,0.0744,0,0,0,0,3.03,134.0833333
7289,15.0,2011.0,7.0,7.0,14.0,433.0592958,0.308,0,1,0,0,3.02,133.9666667
7290,15.0,2011.0,7.0,7.0,15.0,437.6245947,2.466,0,2,1,0,3,133.85
7291,15.0,2011.0,7.0,7.0,16.0,451.1676155,4.0197,1,2,5,1,2.99,133.75
