?�수?�상번호,???????�간,?�입???�역?�균강수,강우(A지??,강우(B지??,강우(C지??,강우(D지??,?�위(E지??,?�위(D지??,,,,
10,2009,8,13,13,1929.255451,106.0324,156,98,53,60,6.17,128.15
10,2009,8,13,14,1845.818065,106.0324,156,96,53,58,6.03,128.2535714
10,2009,8,13,15,1771.249784,105.9736,156,87,53,58,5.9,128.3607143
10,2009,8,13,16,1701.641407,105.9736,156,85,53,58,5.76,128.4714286
10,2009,8,13,17,1633.280135,105.9736,156,82,48,58,5.63,128.5857143
10,2009,8,13,18,1563.29945,105.9736,156,77,45,58,5.53,128.7
10,2009,8,13,19,1490.414153,105.9736,156,75,43,58,5.43,128.8178571
10,2009,8,13,20,1418.818059,105.9736,156,75,41,58,5.33,128.9392857
10,2009,8,13,21,1353.219052,106.0215,156,75,38,58,5.23,129.0607143
10,2009,8,13,22,1294.902302,106.061,156,75,38,56,5.14,129.1857143
10,2009,8,13,23,1243.987442,104.7501,156,75,37,56,5.03,129.3107143
10,2009,8,13,24,1199.35467,100.3401,156,75,37,55,4.96,129.4357143
10,2009,8,14,1,1159.464533,95.796,156,75,37,51,4.89,129.5642857
10,2009,8,14,2,1122.338411,88.7738,152,75,37,50,4.81,129.6892857
10,2009,8,14,3,1086.076124,84.695,147,74,37,49,4.72,129.8142857
10,2009,8,14,4,1049.530411,78.5229,132,73,37,42,4.67,129.9357143
10,2009,8,14,5,1011.448005,75.5495,125,73,37,40,4.61,130.0535714
10,2009,8,14,6,969.3986829,74.4386,117,73,37,38,4.55,130.1642857
10,2009,8,14,7,920.5601134,74.1855,111,72,37,33,4.47,130.2678571
10,2009,8,14,8,861.7184917,74.0789,110,72,37,27,4.42,130.3678571
11,2010,9,9,14,407.9739828,1.2413,0,1,0,0,3.19,133.8178571
11,2010,9,9,15,418.8277735,1.302,0,1,1,0,3.17,133.825
11,2010,9,9,16,436.3574532,1.204,0,1,1,0,3.15,133.8321429
11,2010,9,9,17,457.5761304,0.9823,0,1,1,0,3.13,133.8392857
11,2010,9,9,18,477.4530497,0.8196,0,1,1,0,3.11,133.8428571
11,2010,9,9,19,490.0873917,0.7252,0,1,1,0,3.09,133.8464286
11,2010,9,9,20,488.1419434,0.7325,0,1,1,0,3.07,133.85
11,2010,9,9,21,467.1766044,0.9634,0,1,1,0,3.05,133.8571429
11,2010,9,9,22,435.776115,1.0387,0,2,1,0,3.04,133.8642857
11,2010,9,9,23,403.9535191,1.2636,1,2,1,0,3.02,133.8642857
11,2010,9,9,24,374.4102319,1.6415,3,2,1,0,3.01,133.8714286
11,2010,9,10,1,347.6316608,1.8914,3,2,1,0,2.99,133.8785714
11,2010,9,10,2,322.5508097,2.0213,3,2,1,0,2.98,133.8857143
11,2010,9,10,3,297.7705493,2.0346,3,2,1,0,2.97,133.8928571
11,2010,9,10,4,272.1256207,2.0763,3,2,1,0,2.95,133.9
11,2010,9,10,5,246.2687616,2.118,3,2,1,0,2.94,133.9071429
11,2010,9,10,6,227.8928254,2.2725,3,2,1,0,2.93,133.9142857
11,2010,9,10,7,223.3993531,2.2368,3,2,1,0,2.92,133.9214286
11,2010,9,10,8,226.9845191,2.3431,3,2,1,0,2.9,133.925
11,2010,9,10,9,231.3110309,2.3848,4,2,1,0,2.89,133.9285714
11,2010,9,10,10,235.1130944,2.3908,4,2,1,0,2.88,133.9321429
11,2010,9,10,11,238.7621765,2.5327,4,2,1,0,2.87,133.9357143
11,2010,9,10,12,243.1072895,2.6038,4,2,1,0,2.86,133.9321429
11,2010,9,10,13,248.7760631,2.6038,4,2,1,0,2.85,133.9285714
11,2010,9,10,14,255.0330513,2.6256,4,2,1,0,2.84,133.925
11,2010,9,10,15,261.4871073,2.6673,4,2,1,0,2.83,133.925
11,2010,9,10,16,270.4873566,2.8759,4,2,1,0,2.82,133.925
11,2010,9,10,17,284.2642417,3.1263,4,2,1,0,2.81,133.9178571
11,2010,9,10,18,301.8332001,3.8151,5,2,1,0,2.8,133.9142857
11,2010,9,10,19,321.9439734,6.1133,22,2,1,0,2.79,133.9107143
11,2010,9,10,20,345.4985265,7.814,25,2,1,0,2.79,133.9071429
11,2010,9,10,21,371.295658,10.512,36,2,1,0,2.78,133.9035714
11,2010,9,10,22,387.5692807,12.002,42,2,1,1,2.77,133.8964286
11,2010,9,10,23,383.7376217,12.5949,44,3,1,1,2.76,133.8892857
11,2010,9,10,24,364.5210508,12.8123,44,3,2,1,2.75,133.8821429
11,2010,9,11,1,339.0477026,14.3591,47,3,3,2,2.75,133.875
11,2010,9,11,2,318.7746285,16.5812,51,4,6,4,2.74,133.8678571
11,2010,9,11,3,317.3887986,18.2518,52,7,8,7,2.74,133.8642857
11,2010,9,11,4,355.1679429,19.4686,53,8,9,9,2.74,133.8571429
11,2010,9,11,5,450.3211589,20.7313,55,9,9,9,2.74,133.85
11,2010,9,11,6,606.1922547,22.8828,58,10,12,12,2.74,133.8428571
11,2010,9,11,7,816.1418694,26.4156,60,13,17,18,2.75,133.8392857
11,2010,9,11,8,1048.463258,32.1938,68,18,20,23,2.75,133.8321429
11,2010,9,11,9,1270.554734,46.9502,95,22,37,37,2.77,133.825
11,2010,9,11,10,1471.30224,60.3887,98,50,41,51,2.82,133.8142857
11,2010,9,11,11,1647.860268,65.021,98,51,57,56,2.92,133.8035714
11,2010,9,11,12,1808.969883,69.9842,98,56,64,60,3.23,133.7964286
11,2010,9,11,13,1964.984276,74.4302,98,58,74,70,3.65,133.7928571
11,2010,9,11,14,2121.118558,77.2157,98,60,75,83,4.21,133.7892857
11,2010,9,11,15,2282.076136,79.2247,98,70,76,84,4.72,133.7892857
11,2010,9,11,16,2455.651664,80.32,98,73,77,84,5.15,133.7964286
11,2010,9,11,17,2646.214202,80.8833,98,74,77,85,5.69,133.8071429
11,2010,9,11,18,2841.339187,82.3451,98,78,77,86,6.25,133.8214286
11,2010,9,11,19,3024.329245,83.0232,98,80,76,87,6.7,133.8392857
11,2010,9,11,20,3178.189378,83.5388,98,83,76,87,7.18,133.8607143
11,2010,9,11,21,3287.834459,83.9018,98,86,76,87,7.47,133.8892857
11,2010,9,11,22,3346.11648,84.5286,99,86,76,87,7.5,133.925
11,2010,9,11,23,3351.334588,85.3584,99,86,78,88,7.42,133.9642857
11,2010,9,11,24,3315.639452,87.1812,99,87,79,91,7.32,134.0107143
11,2010,9,12,1,3254.322015,88.3342,100,88,79,91,7.21,134.0607143
11,2010,9,12,2,3181.382799,92.6358,108,92,80,93,7.09,134.1214286
11,2010,9,12,3,3110.927266,100.7811,120,96,80,95,6.98,134.1857143
11,2010,9,12,4,3058.77107,108.3704,129,96,83,99,6.89,134.2535714
11,2010,9,12,5,3042.473905,114.5107,143,99,85,105,6.8,134.3285714
11,2010,9,12,6,3084.861435,119.3645,148,103,87,106,6.7,134.4071429
11,2010,9,12,7,3206.797932,127.0504,154,114,92,112,6.63,134.4928571
11,2010,9,12,8,3416.03614,137.1096,166,127,97,115,6.68,134.5821429
11,2010,9,12,9,3713.313112,143.0939,167,137,104,128,6.85,134.6785714
11,2010,9,12,10,4084.414646,144.2879,167,142,104,128,7.35,134.7785714
11,2010,9,12,11,4507.106937,144.2152,166,143,104,128,8.05,134.8785714
11,2010,9,12,12,4942.029,144.1367,164,143,104,128,8.78,134.9892857
11,2010,9,12,13,5348.230982,144.3023,164,143,105,128,9.33,135.1
11,2010,9,12,14,5695.534729,144.3161,164,143,105,128,9.8,135.2214286
11,2010,9,12,15,5956.561826,144.2744,164,143,105,128,10.16,135.35
11,2010,9,12,16,6104.361098,144.1709,164,143,105,128,10.43,135.4821429
11,2010,9,12,17,6118.31932,144.1788,164,143,105,127,10.55,135.6214286
11,2010,9,12,18,6002.747815,144.1371,164,143,105,127,10.49,135.7678571
11,2010,9,12,19,5772.32705,144.0954,164,143,105,127,10.28,135.9214286
11,2010,9,12,20,5458.289522,144.0799,164,143,105,126,10.02,136.0785714
11,2010,9,12,21,5094.862873,143.938,163,143,105,124,9.65,136.2428571
11,2010,9,12,22,4711.703276,143.8669,163,143,105,121,9.29,136.4107143
11,2010,9,12,23,4334.733922,143.8669,163,142,105,119,8.94,136.5821429
11,2010,9,12,24,3979.517542,143.8451,163,142,105,119,8.63,136.7571429
11,2010,9,13,1,3657.103377,143.8769,164,142,105,116,8.31,136.9321429
11,2010,9,13,2,3370.847167,143.6925,164,141,105,110,8.02,137.1071429
11,2010,9,13,3,3121.218218,143.609,164,138,105,105,7.76,137.2821429
11,2010,9,13,4,2904.833603,143.3393,165,137,104,91,7.49,137.4535714
11,2010,9,13,5,2717.528284,141.5527,166,138,103,77,7.27,137.625
11,2010,9,13,6,2555.861034,140.2611,165,138,100,75,7.03,137.7928571
11,2010,9,13,7,2415.997019,137.8562,148,135,98,72,6.85,137.9607143
11,2010,9,13,8,2291.803201,136.3485,145,130,97,62,6.69,138.1285714
11,2010,9,13,9,2178.202496,135.7556,134,126,97,49,6.51,138.2928571
11,2010,9,13,10,2076.639878,135.56,128,98,94,48,6.37,138.4571429
11,2010,9,13,11,1988.338087,133.9838,126,97,89,48,6.22,138.6178571
11,2010,9,13,12,1907.1089,131.7541,126,92,86,47,6.1,138.775
11,2010,9,13,13,1827.348217,130.0835,123,90,69,46,5.97,138.9285714
11,2010,9,13,14,1753.199406,128.8667,119,87,65,45,5.86,139.0785714
11,2010,9,13,15,1689.289404,127.604,118,77,49,45,5.75,139.2285714
11,2010,9,13,16,1632.431942,125.4525,117,74,42,45,5.66,139.3714286
11,2010,9,13,17,1577.940573,122.0644,115,73,32,45,5.57,139.5142857
11,2010,9,13,18,1522.941345,116.2862,112,69,31,44,5.47,139.65
11,2010,9,13,19,1466.011006,101.5298,110,67,30,41,5.37,139.7785714
11,2010,9,13,20,1409.716596,88.0913,102,64,29,41,5.29,139.9035714
11,2010,9,13,21,1357.158115,83.459,75,61,29,39,5.2,140.0178571
11,2010,9,13,22,1309.577091,78.4958,72,60,29,37,5.13,140.125
11,2010,9,13,23,1267.473483,74.0498,72,60,29,33,5.05,140.225
11,2010,9,13,24,1230.239437,71.2643,72,59,29,27,4.96,140.3178571
11,2010,9,14,1,1196.779949,69.2553,72,58,29,26,4.9,140.4
11,2010,9,14,2,1165.159236,68.16,72,54,29,20,4.83,140.475
11,2010,9,14,3,1132.846183,67.5967,72,50,27,17,4.78,140.5464286
12,2010,9,18,21,301.6913601,0.0507,0,0,0,0,2.34,140.9678571
12,2010,9,18,22,278.3598243,0.0507,0,0,0,0,2.33,140.9607143
12,2010,9,18,23,242.223812,0.0507,0,0,0,0,2.32,140.9535714
12,2010,9,18,24,204.978261,0.0507,0,0,0,0,2.31,140.95
12,2010,9,19,1,167.7090208,0.0507,0,0,0,0,2.3,140.9464286
12,2010,9,19,2,131.1006829,0.0507,0,0,0,0,2.29,140.9428571
12,2010,9,19,3,104.8418942,0.0507,0,0,0,0,2.27,140.9392857
12,2010,9,19,4,98.3065308,0.0507,0,0,0,0,2.27,140.9357143
12,2010,9,19,5,110.6053276,0.0507,0,0,0,0,2.29,140.9321429
12,2010,9,19,6,136.8881623,0.1042,0,0,0,0,2.29,140.9285714
12,2010,9,19,7,166.7246239,0.1165,0,0,0,0,2.29,140.925
12,2010,9,19,8,189.5659138,0.2923,0,0,0,1,2.28,140.9214286
12,2010,9,19,9,199.9699694,0.6466,0,0,0,1,2.27,140.9178571
12,2010,9,19,10,197.0247097,1.2338,1,1,1,1,2.27,140.9142857
12,2010,9,19,11,192.8312423,1.4513,1,2,1,1,2.26,140.9107143
12,2010,9,19,12,199.0757258,1.7659,1,2,2,1,2.26,140.9035714
12,2010,9,19,13,212.7713342,2.0609,1,2,2,1,2.25,140.8964286
12,2010,9,19,14,227.0694427,3.0778,2,2,2,2,2.24,140.8892857
12,2010,9,19,15,234.3472175,4.3516,6,2,3,3,2.24,140.8857143
12,2010,9,19,16,231.8340333,6.5057,9,5,5,3,2.24,140.8821429
12,2010,9,19,17,236.9423085,8.0713,13,7,5,4,2.24,140.8785714
12,2010,9,19,18,263.940521,9.1477,14,8,6,5,2.23,140.8714286
12,2010,9,19,19,294.3383423,9.6448,14,8,7,5,2.23,140.8678571
12,2010,9,19,20,306.1141453,9.7604,14,8,7,5,2.23,140.8607143
12,2010,9,19,21,295.8799164,10.1927,16,9,8,6,2.23,140.8535714
12,2010,9,19,22,267.1514996,11.4199,20,10,8,6,2.22,140.8464286
12,2010,9,19,23,232.4265555,11.6751,20,10,8,6,2.22,140.8392857
12,2010,9,19,24,203.8975,11.9436,20,10,8,6,2.22,140.8321429
12,2010,9,20,1,183.5539537,12.5636,24,10,8,6,2.22,140.825
12,2010,9,20,2,170.8348384,13.0904,29,11,8,6,2.22,140.8178571
12,2010,9,20,3,164.1767939,14.256,33,16,8,6,2.22,140.8107143
12,2010,9,20,4,158.0073324,15.3776,33,18,8,6,2.22,140.8035714
12,2010,9,20,5,148.0155743,17.1657,35,19,8,8,2.21,140.7964286
12,2010,9,20,6,138.9461998,18.6926,36,19,10,10,2.21,140.7928571
12,2010,9,20,7,136.0957743,19.7564,37,19,10,13,2.21,140.7892857
12,2010,9,20,8,137.9128433,21.4715,43,20,12,17,2.21,140.7857143
12,2010,9,20,9,142.1602686,23.4376,44,21,14,20,2.21,140.7821429
12,2010,9,20,10,150.7061987,24.0739,45,21,15,20,2.22,140.7785714
12,2010,9,20,11,164.648009,24.5029,47,21,15,20,2.22,140.775
12,2010,9,20,12,177.8946988,24.7237,48,21,15,20,2.23,140.7714286
12,2010,9,20,13,184.4548617,25.0672,48,22,16,22,2.23,140.7642857
12,2010,9,20,14,185.9238465,25.2268,48,22,16,22,2.23,140.7571429
12,2010,9,20,15,185.8927696,25.3673,49,22,16,22,2.24,140.75
12,2010,9,20,16,188.3490639,25.5536,49,22,17,22,2.25,140.7464286
12,2010,9,20,17,197.1979575,25.5536,49,22,17,22,2.27,140.7428571
12,2010,9,20,18,215.6195423,25.5536,49,22,17,22,2.28,140.7392857
12,2010,9,20,19,245.4062882,25.5536,49,22,17,22,2.3,140.7321429
12,2010,9,20,20,283.525313,25.5536,49,22,17,22,2.32,140.725
12,2010,9,20,21,322.9953121,25.5536,49,22,17,22,2.33,140.7178571
12,2010,9,20,22,345.8666435,25.6078,49,22,17,22,2.34,140.7142857
12,2010,9,20,23,338.4603762,25.6078,49,22,17,22,2.36,140.7071429
12,2010,9,20,24,315.1487598,25.8087,49,22,17,22,2.39,140.7035714
12,2010,9,21,1,293.4280564,26.1737,49,22,17,22,2.42,140.6964286
12,2010,9,21,2,275.2393948,26.3721,49,23,17,22,2.47,140.6928571
12,2010,9,21,3,257.6837034,26.4903,50,23,17,21,2.49,140.6892857
12,2010,9,21,4,234.0562433,26.5321,50,24,17,21,2.51,140.6857143
12,2010,9,21,5,201.1829625,26.5321,50,24,17,21,2.53,140.6821429
12,2010,9,21,6,173.8182245,26.5321,50,24,17,21,2.55,140.6785714
12,2010,9,21,7,165.8743307,26.6462,50,24,17,22,2.55,140.675
12,2010,9,21,8,169.9669175,26.9418,50,24,17,22,2.55,140.6714286
12,2010,9,21,9,174.7810493,27.7848,50,24,17,22,2.54,140.6678571
12,2010,9,21,10,174.5761644,29.072,54,23,17,21,2.53,140.6607143
12,2010,9,21,11,165.0052952,30.0096,55,23,17,21,2.52,140.6535714
12,2010,9,21,12,144.0787951,30.3542,57,23,17,20,2.51,140.6464286
12,2010,9,21,13,119.2363025,31.1363,60,23,17,19,2.5,140.6392857
12,2010,9,21,14,100.6178939,31.3371,60,24,16,19,2.48,140.6321429
12,2010,9,21,15,99.73611285,31.752,63,25,16,20,2.47,140.6214286
12,2010,9,21,16,133.4171302,35.6086,68,23,15,19,2.46,140.6107143
12,2010,9,21,17,238.3691578,40.2861,72,35,16,19,2.45,140.6035714
12,2010,9,21,18,453.303083,46.1535,95,35,16,21,2.45,140.5964286
12,2010,9,21,19,805.0584521,56.5577,104,52,15,23,2.44,140.5892857
12,2010,9,21,20,1308.964792,67.4371,109,75,13,44,2.43,140.5821429
12,2010,9,21,21,1946.182891,78.5503,112,81,13,86,2.44,140.5714286
12,2010,9,21,22,2690.576915,94.5673,121,88,27,144,2.49,140.5607143
12,2010,9,21,23,3520.993279,110.5123,131,95,51,172,2.81,140.5571429
12,2010,9,21,24,4402.29643,120.6385,138,105,58,181,4.84,140.5535714
12,2010,9,22,1,5238.440696,125.0153,139,121,69,180,7.13,140.5535714
12,2010,9,22,2,5928.227953,125.2315,138,135,74,178,8.51,140.5571429
12,2010,9,22,3,6410.760383,123.7361,134,130,74,174,9.5,140.5678571
12,2010,9,22,4,6649.461979,122.8283,131,128,75,171,10.27,140.5857143
12,2010,9,22,5,6664.743659,122.4309,127,127,75,171,10.43,140.6142857
12,2010,9,22,6,6494.54945,122.4488,126,127,75,171,10.43,140.6464286
12,2010,9,22,7,6189.96889,122.1725,126,127,75,171,10.27,140.6892857
12,2010,9,22,8,5804.854979,120.9916,126,126,75,169,10.01,140.7392857
12,2010,9,22,9,5390.969056,120.7443,125,125,75,169,9.69,140.8
12,2010,9,22,10,4995.303187,120.5512,121,125,73,169,9.35,140.8678571
12,2010,9,22,11,4647.864002,119.9435,121,125,73,169,8.98,140.9428571
12,2010,9,22,12,4365.900508,119.4429,121,125,72,169,8.65,141.025
12,2010,9,22,13,4132.616661,118.2773,117,124,70,169,8.33,141.1107143
12,2010,9,22,14,3925.760092,117.168,112,124,69,169,8.04,141.2035714
12,2010,9,22,15,3735.298199,115.4469,108,124,69,169,7.77,141.3
12,2010,9,22,16,3554.779362,113.939,108,124,69,169,7.52,141.4
12,2010,9,22,17,3379.856113,112.9165,106,124,68,169,7.25,141.5035714
12,2010,9,22,18,3208.664151,111.2209,105,124,68,169,6.98,141.6071429
12,2010,9,22,19,3047.16769,109.2743,104,124,68,169,6.75,141.7178571
12,2010,9,22,20,2901.532123,108.6503,98,124,67,169,6.53,141.8321429
12,2010,9,22,21,2770.899062,108.2213,97,124,67,169,6.32,141.9464286
12,2010,9,22,22,2652.654169,108.0005,96,124,67,169,6.15,142.0607143
12,2010,9,22,23,2544.230944,107.657,94,124,67,169,6,142.1785714
12,2010,9,22,24,2443.254222,107.5387,93,124,67,169,5.85,142.2964286
12,2010,9,23,1,2348.25592,107.4828,93,124,67,169,5.7,142.4178571
12,2010,9,23,2,2261.204937,107.385,93,123,67,168,5.57,142.5428571
12,2010,9,23,3,2184.415318,107.385,92,123,67,168,5.45,142.6642857
12,2010,9,23,4,2118.144696,107.4092,92,122,67,167,5.34,142.7857143
12,2010,9,23,5,2061.597228,107.4215,92,122,67,167,5.22,142.9035714
12,2010,9,23,6,2011.819579,107.4215,92,122,67,167,5.13,143.0178571
12,2010,9,23,7,1965.497846,107.4215,92,122,67,167,5.02,143.125
12,2010,9,23,8,1920.033355,107.3673,92,122,67,167,4.93,143.225
12,2010,9,23,9,1873.174934,107.3673,92,122,67,167,4.83,143.3178571
12,2010,9,23,10,1823.346184,107.1664,92,122,67,166,4.74,143.4035714
12,2010,9,23,11,1770.588016,106.8093,92,121,67,166,4.65,143.4785714
12,2010,9,23,12,1720.735819,106.6109,92,121,67,166,4.57,143.5464286
12,2010,9,23,13,1679.203463,106.4927,92,121,67,164,4.51,143.6035714
12,2010,9,23,14,1643.924262,106.4509,92,120,67,162,4.44,143.6535714
12,2010,9,23,15,1611.744747,106.4509,91,119,67,141,4.38,143.6964286
12,2010,9,23,16,1582.644876,106.4509,91,118,67,99,4.32,143.7321429
12,2010,9,23,17,1556.684006,106.3412,91,104,67,41,4.26,143.7607143
12,2010,9,23,18,1531.105672,106.0456,91,103,67,13,4.21,143.7821429
12,2010,9,23,19,1503.512821,105.2026,91,86,67,2,4.16,143.8
12,2010,9,23,20,1475.76187,103.9154,91,63,67,1,4.12,143.8142857
12,2010,9,23,21,1449.896617,102.9778,91,56,66,0,4.08,143.825
12,2010,9,23,22,1424.456918,102.6332,87,48,66,0,4.03,143.8357143
12,2010,9,23,23,1398.10859,101.8511,86,41,66,0,3.98,143.8392857
12,2010,9,23,24,1373.525232,101.6503,84,31,66,0,3.94,143.8392857
12,2010,9,24,1,1353.968149,101.2354,81,15,66,0,3.9,143.8392857
12,2010,9,24,2,1341.04169,97.3253,81,0,51,0,3.86,143.8392857
12,2010,9,24,3,1337.92791,92.6355,78,0,26,0,3.83,143.8321429
13,2011,6,28,23,865.0187344,7.5036,22,1,0,0,3.63,133.875
13,2011,6,28,24,839.8503725,4.677,17,1,0,0,3.6,133.8535714
13,2011,6,29,1,811.6407732,2.7427,10,1,0,0,3.57,133.8285714
13,2011,6,29,2,780.3067715,2.1722,6,1,0,0,3.54,133.8
13,2011,6,29,3,745.9859905,2.9862,5,1,0,0,3.51,133.7678571
13,2011,6,29,4,709.2211345,3.384,6,0,0,0,3.48,133.7357143
13,2011,6,29,5,670.923729,3.3088,6,0,0,0,3.45,133.7
13,2011,6,29,6,633.0755019,3.2049,6,0,0,0,3.42,133.6642857
13,2011,6,29,7,597.9363128,3.0576,6,0,0,0,3.4,133.625
13,2011,6,29,8,567.8083442,3.0219,6,0,0,0,3.37,133.5857143
13,2011,6,29,9,544.8313466,2.9895,6,0,0,0,3.34,133.5464286
13,2011,6,29,10,530.4530198,3.0084,6,0,0,0,3.32,133.5071429
13,2011,6,29,11,525.5024952,2.9543,6,0,0,0,3.31,133.4678571
13,2011,6,29,12,529.0266832,2.8864,6,0,0,0,3.28,133.4285714
13,2011,6,29,13,540.0766278,3.8279,13,0,0,0,3.26,133.3892857
13,2011,6,29,14,559.5021284,4.0259,13,0,0,0,3.24,133.3535714
13,2011,6,29,15,589.660505,5.8864,17,0,1,0,3.22,133.3178571
13,2011,6,29,16,636.9761772,7.2556,16,0,1,0,3.21,133.2821429
13,2011,6,29,17,708.2744962,12.8442,34,0,6,5,3.19,133.25
13,2011,6,29,18,809.0711337,20.134,39,12,14,13,3.2,133.2214286
13,2011,6,29,19,940.2999421,20.8966,39,13,15,14,3.18,133.1928571
13,2011,6,29,20,1100.734289,21.5497,39,13,15,14,3.17,133.1678571
13,2011,6,29,21,1285.087426,25.4895,53,13,15,14,3.17,133.1428571
13,2011,6,29,22,1486.077735,29.5935,53,13,15,18,3.17,133.1214286
13,2011,6,29,23,1692.504253,36.9883,64,17,16,24,3.19,133.1
13,2011,6,29,24,1892.340534,47.403,66,31,42,45,3.28,133.0857143
13,2011,6,30,1,2074.177553,50.9448,66,40,61,46,3.32,133.075
13,2011,6,30,2,2230.359305,55.206,69,43,68,53,3.34,133.0642857
13,2011,6,30,3,2367.624449,64.7157,70,54,101,71,3.53,133.0607143
13,2011,6,30,4,2495.537887,71.7088,72,61,102,85,3.95,133.0642857
13,2011,6,30,5,2620.574831,76.1637,85,72,102,90,4.5,133.075
13,2011,6,30,6,2746.779806,81.4074,120,73,102,91,4.98,133.0892857
13,2011,6,30,7,2871.564266,84.6888,132,76,102,91,5.54,133.1107143
13,2011,6,30,8,2990.809434,86.2889,138,76,102,91,6.07,133.1357143
13,2011,6,30,9,3100.908679,86.6755,141,76,102,91,6.42,133.1678571
13,2011,6,30,10,3198.786259,86.9105,142,76,102,91,6.73,133.2071429
13,2011,6,30,11,3283.172512,86.974,142,76,102,91,6.93,133.2535714
13,2011,6,30,12,3353.979365,86.974,142,76,102,91,7.05,133.3035714
13,2011,6,30,13,3411.087017,86.974,142,76,102,91,7.12,133.3571429
13,2011,6,30,14,3453.470013,86.974,142,76,102,91,7.2,133.4142857
13,2011,6,30,15,3479.167275,87.0157,142,76,102,91,7.35,133.4821429
13,2011,6,30,16,3483.38086,87.0157,142,76,102,91,7.6,133.5535714
13,2011,6,30,17,3461.230507,87.0157,142,76,102,91,7.84,133.6285714
13,2011,6,30,18,3410.343546,87.0157,142,76,102,91,7.94,133.7071429
13,2011,6,30,19,3330.005403,87.0157,142,76,102,91,7.84,133.7928571
13,2011,6,30,20,3223.626285,87.0157,142,76,102,91,7.67,133.8821429
13,2011,6,30,21,3096.1988,87.0157,142,76,102,91,7.45,133.975
13,2011,6,30,22,2954.920358,87.0157,142,76,102,91,7.22,134.0714286
13,2011,6,30,23,2807.210546,87.035,142,76,102,91,6.99,134.1714286
13,2011,6,30,24,2659.172856,87.2403,142,76,102,91,6.78,134.275
13,2011,7,1,1,2515.73808,87.2596,142,76,102,91,6.58,134.3821429
13,2011,7,1,2,2378.462306,87.2596,142,76,102,91,6.4,134.4928571
13,2011,7,1,3,2248.135314,87.2596,142,76,102,91,6.24,134.6035714
13,2011,7,1,4,2125.353841,87.2596,142,76,102,91,6.09,134.7142857
13,2011,7,1,5,2008.781872,87.2596,142,76,102,91,5.94,134.825
13,2011,7,1,6,1897.598848,87.2596,142,76,102,91,5.81,134.9392857
13,2011,7,1,7,1795.05615,87.2986,142,76,102,91,5.68,135.05
13,2011,7,1,8,1704.357775,87.2986,142,76,102,91,5.55,135.1571429
13,2011,7,1,9,1624.446243,87.2785,142,76,102,91,5.44,135.2607143
13,2011,7,1,10,1553.43857,87.2785,142,76,102,91,5.33,135.3642857
13,2011,7,1,11,1490.411226,87.2467,142,76,102,91,5.22,135.4642857
13,2011,7,1,12,1434.758318,87.2467,142,76,102,86,5.14,135.5642857
13,2011,7,1,13,1386.185021,86.3564,142,76,102,78,5.04,135.6607143
13,2011,7,1,14,1344.761581,85.8457,142,76,102,77,4.95,135.75
13,2011,7,1,15,1311.707461,85.8239,140,76,102,77,4.87,135.8392857
13,2011,7,1,16,1287.971189,85.8239,139,76,102,77,4.79,135.925
13,2011,7,1,17,1272.268327,85.8239,139,76,102,73,4.72,136.0071429
14,2011,7,2,23,650.4484063,0.5301,0,0,0,0,3.42,136.5428571
14,2011,7,2,24,681.4088964,0.5301,0,0,0,0,3.39,136.5071429
14,2011,7,3,1,706.4749497,0.4884,0,0,0,0,3.36,136.4714286
14,2011,7,3,2,719.5710822,0.5178,0,0,0,0,3.34,136.4321429
14,2011,7,3,3,734.9705364,0.5373,0,0,0,0,3.32,136.3928571
14,2011,7,3,4,768.6988633,2.4555,0,0,2,0,3.3,136.3535714
14,2011,7,3,5,824.163848,8.4682,2,1,15,5,3.27,136.3142857
14,2011,7,3,6,904.3253095,14.6656,20,2,17,11,3.27,136.275
14,2011,7,3,7,1014.619383,23.5854,27,11,18,17,3.26,136.2321429
14,2011,7,3,8,1167.50056,30.0721,34,24,19,19,3.25,136.1892857
14,2011,7,3,9,1375.865353,36.4755,41,26,46,26,3.25,136.1464286
14,2011,7,3,10,1647.359995,48.5934,66,34,48,44,3.28,136.1035714
14,2011,7,3,11,1981.303431,57.5747,71,42,54,51,3.31,136.0607143
14,2011,7,3,12,2348.955716,66.8289,75,45,61,54,3.52,136.0178571
14,2011,7,3,13,2722.208887,74.5148,76,64,70,63,3.73,135.9785714
14,2011,7,3,14,3103.711855,85.2616,98,74,77,79,4.14,135.9428571
14,2011,7,3,15,3504.440514,93.7454,106,84,79,85,4.78,135.9107143
14,2011,7,3,16,3931.617631,99.3057,110,86,86,89,5.44,135.8857143
14,2011,7,3,17,4376.773193,103.2974,125,88,86,89,6.05,135.8642857
14,2011,7,3,18,4827.179988,112.8517,150,89,87,90,7.17,135.8535714
14,2011,7,3,19,5268.774814,128.5719,160,125,88,104,7.6,135.8464286
14,2011,7,3,20,5693.265237,134.6658,164,145,89,109,8.06,135.85
14,2011,7,3,21,6116.777887,135.7463,165,147,89,109,8.51,135.8607143
14,2011,7,3,22,6553.653372,135.962,166,148,89,109,9.01,135.8821429
14,2011,7,3,23,6982.631381,136.0178,166,148,89,109,9.92,135.9142857
14,2011,7,3,24,7358.409702,136.0718,166,148,89,109,10.43,135.9571429
14,2011,7,4,1,7633.839471,136.0718,166,148,89,109,10.86,136.0071429
14,2011,7,4,2,7770.536327,136.0718,166,148,89,109,11.22,136.0714286
